date,close,nn_prob
2023-06-22,436.51,0.266601
2023-06-23,433.21,0.247649
2023-06-26,431.44,0.347344
2023-06-27,436.17,0.124894
2023-06-28,436.39,0.154543
2023-06-29,438.11,0.08425
2023-06-30,443.28,0.01282
2023-07-03,443.79,0.084337
2023-07-05,443.13,0.034917
2023-07-06,439.66,0.064851
2023-07-07,438.55,0.058477
2023-07-10,439.66,0.111528
2023-07-11,442.46,0.041211
2023-07-12,446.02,0.007671
2023-07-13,449.56,0.016295
2023-07-14,449.28,0.025103
2023-07-17,450.84,0.023828
2023-07-18,454.19,0.009702
2023-07-19,455.2,0.026985
2023-07-20,452.18,0.068811
2023-07-21,452.18,0.048242
2023-07-24,454.2,0.04825
2023-07-25,455.44,0.040897
2023-07-26,455.51,0.035211
2023-07-27,452.49,0.029407
2023-07-28,456.92,0.019865
2023-07-31,457.79,0.030865
2023-08-01,456.48,0.061647
2023-08-02,450.13,0.125815
2023-08-03,448.84,0.322924
2023-08-04,446.81,0.119882
2023-08-07,450.71,0.278669
2023-08-08,448.75,0.296734
2023-08-09,445.75,0.167036
2023-08-10,445.91,0.082112
2023-08-11,445.65,0.169169
2023-08-14,448.11,0.372168
2023-08-15,442.89,0.167004
2023-08-16,439.64,0.129219
2023-08-17,436.29,0.062541
2023-08-18,436.5,0.044733
2023-08-21,439.34,0.115619
2023-08-22,438.15,0.144005
2023-08-23,443.03,0.110015
2023-08-24,436.89,0.080399
2023-08-25,439.97,0.034616
2023-08-28,442.76,0.236138
2023-08-29,449.16,0.045774
2023-08-30,451.01,0.077475
2023-08-31,450.35,0.112927
2023-09-01,451.19,0.078908
2023-09-05,449.24,0.127598
2023-09-06,446.22,0.207933
2023-09-07,444.85,0.226648
2023-09-08,445.52,0.266655
2023-09-11,448.45,0.170081
2023-09-12,445.99,0.209439
2023-09-13,446.51,0.16855
2023-09-14,450.36,0.041912
2023-09-15,443.37,0.113152
2023-09-18,443.63,0.520868
2023-09-19,442.71,0.405975
2023-09-20,438.64,0.247491
2023-09-21,431.39,0.123804
2023-09-22,430.42,0.083812
2023-09-25,432.23,0.198798
2023-09-26,425.88,0.116396
2023-09-27,426.05,0.05798
2023-09-28,428.52,0.076148
2023-09-29,427.48,0.039913
2023-10-02,427.31,0.101832
2023-10-03,421.59,0.066063
2023-10-04,424.66,0.09381
2023-10-05,424.5,0.211891
2023-10-06,429.54,0.061304
2023-10-09,432.29,0.382956
2023-10-10,434.54,0.481802
2023-10-11,436.32,0.492598
2023-10-12,433.66,0.451354
2023-10-13,431.5,0.261093
2023-10-16,436.04,0.339414
2023-10-17,436.02,0.347587
2023-10-18,430.21,0.352754
2023-10-19,426.43,0.149746
2023-10-20,421.19,0.102679
2023-10-23,420.46,0.164576
2023-10-24,423.63,0.201095
2023-10-25,417.55,0.157067
2023-10-26,412.55,0.070759
2023-10-27,410.68,0.065425
2023-10-30,415.59,0.097241
2023-10-31,418.2,0.156433
2023-11-01,422.66,0.10182
2023-11-02,430.76,0.05765
2023-11-03,434.69,0.037851
2023-11-06,435.69,0.058935
2023-11-07,436.93,0.06189
2023-11-08,437.25,0.070429
2023-11-09,433.84,0.163378
2023-11-10,440.61,0.028801
2023-11-13,440.19,0.076811
2023-11-14,448.73,0.016913
2023-11-15,449.68,0.077087
2023-11-16,450.23,0.099506
2023-11-17,450.79,0.074906
2023-11-20,454.26,0.073995
2023-11-21,453.27,0.095482
2023-11-22,455.02,0.068065
2023-11-24,455.3,0.150479
2023-11-27,454.48,0.108807
2023-11-28,454.93,0.109136
2023-11-29,454.61,0.099797
2023-11-30,456.4,0.026306
2023-12-01,459.1,0.013234
2023-12-04,456.69,0.074537
2023-12-05,456.6,0.074837
2023-12-06,454.76,0.104316
2023-12-07,458.23,0.046693
2023-12-08,460.2,0.050852
2023-12-11,461.99,0.065872
2023-12-12,464.1,0.061672
2023-12-13,470.5,0.021945
2023-12-14,472.01,0.014356
2023-12-15,469.33,0.020275
2023-12-18,471.97,0.108961
2023-12-19,474.84,0.170401
2023-12-20,468.26,0.267853
2023-12-21,472.7,0.195359
2023-12-22,473.65,0.274552
2023-12-26,475.65,0.309116
2023-12-27,476.51,0.244065
2023-12-28,476.69,0.188172
2023-12-29,475.31,0.045911
2024-01-02,472.65,0.048121
2024-01-03,468.79,0.121142
2024-01-04,467.28,0.235025
2024-01-05,467.92,0.192159
2024-01-08,474.6,0.078485
2024-01-09,473.88,0.123373
2024-01-10,476.56,0.061261
2024-01-11,476.35,0.082142
2024-01-12,476.68,0.086278
2024-01-16,474.93,0.08584
2024-01-17,472.29,0.220941
2024-01-18,476.49,0.018902
2024-01-19,482.43,0.005623
2024-01-22,483.45,0.040315
2024-01-23,484.86,0.043184
2024-01-24,485.39,0.022389
2024-01-25,488.03,0.023689
2024-01-26,487.41,0.027672
2024-01-29,491.27,0.0175
2024-01-30,490.89,0.032638
2024-01-31,482.88,0.042035
2024-02-01,489.2,0.04262
2024-02-02,494.35,0.02875
2024-02-05,492.55,0.108234
2024-02-06,493.98,0.076606
2024-02-07,498.1,0.068648
2024-02-08,498.32,0.06038
2024-02-09,501.2,0.032078
2024-02-12,500.98,0.044461
2024-02-13,494.08,0.036931
2024-02-14,498.57,0.110641
2024-02-15,502.01,0.046575
2024-02-16,499.51,0.077536
2024-02-20,496.76,0.103158
2024-02-21,497.21,0.075864
2024-02-22,507.5,0.016589
2024-02-23,507.85,0.064334
2024-02-26,505.99,0.09834
2024-02-27,506.93,0.08047
2024-02-28,506.26,0.07372
2024-02-29,508.08,0.028236
2024-03-01,512.85,0.018703
2024-03-04,512.3,0.061965
2024-03-05,507.18,0.159363
2024-03-06,509.75,0.091606
2024-03-07,514.81,0.047079
2024-03-08,511.72,0.061235
2024-03-11,511.28,0.156838
2024-03-12,516.78,0.045631
2024-03-13,515.97,0.118476
2024-03-14,514.95,0.024871
2024-03-15,509.83,0.089703
2024-03-18,512.86,0.069649
2024-03-19,515.71,0.257208
2024-03-20,520.48,0.111946
2024-03-21,522.2,0.099347
2024-03-22,521.21,0.101519
2024-03-25,519.77,0.168385
2024-03-26,518.81,0.115852
2024-03-27,523.17,0.038773
2024-03-28,523.07,0.037949
2024-04-01,522.16,0.084133
2024-04-02,518.84,0.155896
2024-04-03,519.41,0.129729
2024-04-04,513.07,0.150263
2024-04-05,518.43,0.115975
2024-04-08,518.72,0.434928
2024-04-09,519.32,0.194848
2024-04-10,514.12,0.228841
2024-04-11,518.0,0.178565
2024-04-12,510.85,0.14124
2024-04-15,504.45,0.123666
2024-04-16,503.53,0.143542
2024-04-17,500.55,0.116181
2024-04-18,499.52,0.101334
2024-04-19,495.16,0.029314
2024-04-22,499.72,0.07088
2024-04-23,505.65,0.087538
2024-04-24,505.41,0.200475
2024-04-25,503.49,0.096459
2024-04-26,508.26,0.083765
2024-04-29,510.06,0.141924
2024-04-30,501.98,0.096558
2024-05-01,500.35,0.066433
2024-05-02,505.03,0.093945
2024-05-03,511.29,0.025893
2024-05-06,516.57,0.035523
2024-05-07,517.14,0.047991
2024-05-08,517.19,0.032657
2024-05-09,520.17,0.02146
2024-05-10,520.84,0.02959
2024-05-13,520.91,0.035266
2024-05-14,523.3,0.017129
2024-05-15,529.78,0.010804
2024-05-16,528.69,0.029311
2024-05-17,529.45,0.025881
2024-05-20,530.06,0.025691
2024-05-21,531.36,0.022142
2024-05-22,529.83,0.031807
2024-05-23,525.96,0.036596
2024-05-24,529.44,0.040337
2024-05-28,529.81,0.056326
2024-05-29,526.1,0.107491
2024-05-30,522.61,0.149373
2024-05-31,527.37,0.002187
2024-06-03,527.8,0.052267
2024-06-04,528.39,0.104945
2024-06-05,534.67,0.017444
2024-06-06,534.66,0.049915
2024-06-07,534.01,0.037696
2024-06-10,535.66,0.040199
2024-06-11,536.95,0.039774
2024-06-12,541.36,0.010563
2024-06-13,542.45,0.031204
2024-06-14,542.78,0.03724
2024-06-17,547.1,0.010841
2024-06-18,548.49,0.021077
2024-06-20,547.0,0.009567
2024-06-21,544.51,0.020492
2024-06-24,542.74,0.105235
2024-06-25,544.83,0.091364
2024-06-26,545.51,0.08471
2024-06-27,546.37,0.121772
2024-06-28,544.22,0.010897
2024-07-01,545.34,0.045876
2024-07-02,549.01,0.024006
2024-07-03,551.46,0.042612
2024-07-05,554.64,0.032321
2024-07-08,555.28,0.027294
2024-07-09,555.82,0.042837
2024-07-10,561.32,0.013617
2024-07-11,556.48,0.04073
2024-07-12,559.99,0.023515
2024-07-15,561.53,0.044635
2024-07-16,564.86,0.033897
2024-07-17,556.94,0.114496
2024-07-18,552.66,0.207069
2024-07-19,548.99,0.163872
2024-07-22,554.65,0.318933
2024-07-23,553.78,0.588826
2024-07-24,541.23,0.310251
2024-07-25,538.41,0.328975
2024-07-26,544.44,0.316122
2024-07-29,544.76,0.58285
2024-07-30,542.0,0.512206
2024-07-31,550.81,0.244125
2024-08-01,543.01,0.206815
2024-08-02,532.9,0.203747
2024-08-05,517.38,0.041605
2024-08-06,522.15,0.11932
2024-08-07,518.66,0.311408
2024-08-08,530.65,0.160327
2024-08-09,532.99,0.486424
2024-08-12,533.27,0.530913
2024-08-13,542.04,0.410342
2024-08-14,543.75,0.460588
2024-08-15,553.07,0.136313
2024-08-16,554.31,0.166342
2024-08-19,559.61,0.149673
2024-08-20,558.7,0.118409
2024-08-21,560.62,0.081355
2024-08-22,556.22,0.141712
2024-08-23,562.13,0.061503
2024-08-26,560.79,0.11508
2024-08-27,561.56,0.098446
2024-08-28,558.3,0.201279
2024-08-29,558.35,0.122103
2024-08-30,563.68,0.031365
2024-09-03,552.08,0.259477
2024-09-04,550.95,0.35216
2024-09-05,549.61,0.40079
2024-09-06,540.36,0.196262
2024-09-09,546.41,0.375734
2024-09-10,548.79,0.387138
2024-09-11,554.42,0.03214
2024-09-12,559.09,0.100924
2024-09-13,562.01,0.083886
2024-09-16,562.84,0.070731
2024-09-17,563.07,0.074372
2024-09-18,561.4,0.100879
2024-09-19,570.98,0.016892
2024-09-20,568.25,0.077453
2024-09-23,569.67,0.127687
2024-09-24,571.3,0.154802
2024-09-25,570.04,0.19956
2024-09-26,572.3,0.118188
2024-09-27,571.47,0.104879
2024-09-30,573.76,0.031486
2024-10-01,568.62,0.070319
2024-10-02,568.86,0.335085
2024-10-03,567.82,0.268017
2024-10-04,572.98,0.08967
2024-10-07,567.8,0.108937
2024-10-08,573.17,0.04
2024-10-09,577.14,0.028046
2024-10-10,576.13,0.048289
2024-10-11,579.58,0.030236
2024-10-14,584.32,0.021916
2024-10-15,579.78,0.025586
2024-10-16,582.3,0.035725
2024-10-17,582.35,0.03048
2024-10-18,584.59,0.031728
2024-10-21,583.63,0.050874
2024-10-22,583.32,0.029724
2024-10-23,577.99,0.058171
2024-10-24,579.24,0.134465
2024-10-25,579.04,0.060806
2024-10-28,580.83,0.14316
2024-10-29,581.77,0.051486
2024-10-30,580.01,0.075999
2024-10-31,568.64,0.085289
2024-11-01,571.04,0.141164
2024-11-04,569.81,0.277002
2024-11-05,576.7,0.190996
2024-11-06,591.04,0.008679
2024-11-07,595.61,0.108107
2024-11-08,598.19,0.107526
2024-11-11,598.76,0.102284
2024-11-12,596.9,0.217792
2024-11-13,597.19,0.208259
2024-11-14,593.35,0.370048
2024-11-15,585.75,0.088799
2024-11-18,588.15,0.368274
2024-11-19,590.3,0.132751
2024-11-20,590.5,0.156999
2024-11-21,593.67,0.074647
2024-11-22,595.51,0.109711
2024-11-25,597.53,0.046008
2024-11-26,600.65,0.029889
2024-11-27,598.83,0.072737
2024-11-29,602.55,0.067776
2024-12-02,603.63,0.050151
2024-12-03,603.91,0.045859
2024-12-04,607.66,0.020391
2024-12-05,606.66,0.05053
2024-12-06,607.81,0.032447
2024-12-09,604.68,0.086753
2024-12-10,602.8,0.187347
2024-12-11,607.46,0.154785
2024-12-12,604.33,0.228685
2024-12-13,604.21,0.22285
2024-12-16,606.79,0.083186
2024-12-17,604.29,0.126449
2024-12-18,586.28,0.034598
2024-12-19,586.1,0.057096
2024-12-20,591.15,0.007603
2024-12-23,594.69,0.245273
2024-12-24,601.3,0.524401
2024-12-26,601.34,0.527183
2024-12-27,595.01,0.317485
2024-12-30,588.22,0.42332
2024-12-31,586.08,0.306877
2025-01-02,584.64,0.395307
2025-01-03,591.95,0.42649
2025-01-06,595.36,0.464655
2025-01-07,588.63,0.206845
2025-01-08,589.49,0.200204
2025-01-10,580.49,0.064696
2025-01-13,581.39,0.177538
2025-01-14,582.19,0.161711
2025-01-15,592.78,0.067731
2025-01-16,591.64,0.268149
2025-01-17,597.58,0.063209
2025-01-21,603.05,0.076324
2025-01-22,606.44,0.080765
2025-01-23,609.75,0.052792
2025-01-24,607.97,0.070142
2025-01-27,599.37,0.091127
2025-01-28,604.52,0.082371
2025-01-29,601.81,0.235
2025-01-30,605.04,0.126494
2025-01-31,601.82,0.036498
2025-02-03,597.77,0.051422
2025-02-04,601.78,0.121957
2025-02-05,604.22,0.051867
2025-02-06,606.32,0.036935
2025-02-07,600.77,0.097643
2025-02-10,604.85,0.151215
2025-02-11,605.31,0.080787
2025-02-12,603.36,0.09629
2025-02-13,609.73,0.051928
2025-02-14,609.7,0.11361
2025-02-18,611.49,0.095742
2025-02-19,612.93,0.078621
2025-02-20,610.38,0.143106
2025-02-21,599.94,0.125019
2025-02-24,597.21,0.314844
2025-02-25,594.24,0.234677
2025-02-26,594.54,0.442806
2025-02-27,585.05,0.197128
2025-02-28,594.18,0.078745
2025-03-03,583.77,0.296557
2025-03-04,576.86,0.095684
2025-03-05,583.06,0.272654
2025-03-06,572.71,0.498004
2025-03-07,575.92,0.300181
2025-03-10,560.58,0.402657
2025-03-11,555.92,0.344364
2025-03-12,558.87,0.339159
2025-03-13,551.42,0.415481
2025-03-14,562.81,0.239618
2025-03-17,567.15,0.597139
2025-03-18,561.02,0.314398
2025-03-19,567.13,0.215772
2025-03-20,565.49,0.258463
2025-03-21,563.98,0.138602
2025-03-24,574.08,0.560141
2025-03-25,575.46,0.679673
2025-03-26,568.59,0.693162
2025-03-27,567.08,0.732841
2025-03-28,555.66,0.767707
2025-03-31,559.39,0.495098
2025-04-01,560.97,0.685674
2025-04-02,564.52,0.533533
2025-04-03,536.7,0.829238
2025-04-04,505.28,0.850738
2025-04-07,504.38,0.152409
2025-04-08,496.48,0.520034
2025-04-09,548.62,0.007776
2025-04-10,524.58,0.564693
2025-04-11,533.94,0.719467
2025-04-14,539.12,0.733221
2025-04-15,537.61,0.772159
2025-04-16,525.66,0.756807
2025-04-17,526.41,0.712762
2025-04-21,513.88,0.650358
2025-04-22,527.25,0.277169
2025-04-23,535.42,0.140942
2025-04-24,546.69,0.329484
2025-04-25,550.64,0.275771
2025-04-28,550.85,0.293555
2025-04-29,554.32,0.242032
2025-04-30,554.54,0.148243
2025-05-01,558.47,0.250886
2025-05-02,566.76,0.252829
2025-05-05,563.51,0.285953
2025-05-06,558.8,0.341447
2025-05-07,561.15,0.341084
2025-05-08,565.06,0.267602
2025-05-09,564.34,0.349285
2025-05-12,582.99,0.044488
2025-05-13,586.84,0.193568
2025-05-14,587.59,0.243942
2025-05-15,590.46,0.26924
2025-05-16,594.2,0.23039
2025-05-19,594.85,0.334849
2025-05-20,592.85,0.175057
2025-05-21,582.86,0.276752
2025-05-22,583.09,0.428635
2025-05-23,579.11,0.489062
2025-05-27,591.15,0.267515
2025-05-28,587.73,0.470205
2025-05-29,590.05,0.414857
2025-05-30,589.39,0.231165
2025-06-02,592.71,0.25261
2025-06-03,596.09,0.23343
2025-06-04,595.93,0.270253
2025-06-05,593.05,0.173647
2025-06-06,599.14,0.255635
2025-06-09,599.68,0.317192
2025-06-10,603.08,0.135611
2025-06-11,601.36,0.150168
2025-06-12,603.75,0.094796
2025-06-13,597.0,0.207815
2025-06-16,602.68,0.080219
2025-06-17,597.53,0.255101
2025-06-18,597.44,0.210821
2025-06-20,594.28,0.194472
2025-06-23,600.15,0.060941
2025-06-24,606.78,0.114748
2025-06-25,607.12,0.082793
2025-06-26,611.87,0.047957
2025-06-27,614.91,0.036946
2025-06-30,617.85,0.025581
2025-07-01,617.65,0.063225
2025-07-02,620.45,0.056895
2025-07-03,625.34,0.052674
2025-07-07,620.68,0.100848
2025-07-08,620.34,0.082756
2025-07-09,624.06,0.047705
2025-07-10,625.82,0.03879
2025-07-11,623.62,0.09958
2025-07-14,624.81,0.053623
2025-07-15,622.14,0.050714
2025-07-16,624.22,0.011083
2025-07-17,628.04,0.024653
2025-07-18,627.58,0.045264
2025-07-21,628.77,0.044357
2025-07-22,628.86,0.044834
2025-07-23,634.21,0.02579
2025-07-24,634.42,0.03068
2025-07-25,637.1,0.031824
2025-07-28,636.94,0.038028
2025-07-29,635.26,0.046101
2025-07-30,634.46,0.037546
2025-07-31,632.08,0.018692
2025-08-01,621.72,0.019149
2025-08-04,631.17,0.072071
2025-08-05,627.97,0.229894
2025-08-06,632.78,0.133472
2025-08-07,632.25,0.125751
2025-08-08,637.18,0.077057
2025-08-11,635.92,0.09303
2025-08-12,642.69,0.072804
2025-08-13,644.89,0.066595
2025-08-14,644.95,0.058119
2025-08-15,643.44,0.064423
2025-08-18,643.3,0.061971
2025-08-19,639.81,0.075277
2025-08-20,638.11,0.028871
2025-08-21,635.55,0.21077
2025-08-22,645.31,0.007768
2025-08-25,642.47,0.138984
2025-08-26,645.16,0.046532
2025-08-27,646.63,0.052891
2025-08-28,648.92,0.055254
2025-08-29,645.05,0.101805
2025-09-02,640.27,0.106529
2025-09-03,643.74,0.0909
2025-09-04,649.12,0.055284
2025-09-05,647.24,0.046054
2025-09-08,648.83,0.057547
2025-09-09,650.33,0.061868
2025-09-10,652.21,0.032842
2025-09-11,657.63,0.034822
2025-09-12,657.41,0.057474
2025-09-15,660.91,0.051844
2025-09-16,660.0,0.096517
2025-09-17,659.18,0.04103
2025-09-18,662.26,0.04318
2025-09-19,663.7,0.033105
2025-09-22,666.84,0.071704
2025-09-23,663.21,0.081972
2025-09-24,661.1,0.178899
2025-09-25,658.05,0.114331
2025-09-26,661.82,0.115521
2025-09-29,663.68,0.126747
2025-09-30,666.18,0.06154
2025-10-01,668.45,0.100176
2025-10-02,669.22,0.08461
2025-10-03,669.21,0.055494
2025-10-06,671.61,0.072436
2025-10-07,669.12,0.112206
2025-10-08,673.11,0.048605
2025-10-09,671.16,0.067954
2025-10-10,653.02,0.027343
2025-10-13,663.04,0.175546
2025-10-14,662.23,0.200792
2025-10-15,665.17,0.187673
2025-10-16,660.64,0.127329
2025-10-17,664.39,0.116411
2025-10-20,671.3,0.100673
2025-10-21,671.29,0.133636
2025-10-22,667.8,0.202133
2025-10-23,671.76,0.124211
2025-10-24,677.25,0.096463
2025-10-27,685.24,0.050117
2025-10-28,687.06,0.062338
2025-10-29,687.39,0.045622
2025-10-30,679.83,0.187959
2025-10-31,682.06,0.071149
2025-11-03,683.34,0.184234
2025-11-04,675.24,0.321666
2025-11-05,677.58,0.223388
2025-11-06,670.31,0.377032
2025-11-07,670.97,0.255406
2025-11-10,681.44,0.207245
2025-11-11,683.0,0.278444
2025-11-12,683.38,0.282932
2025-11-13,672.04,0.365211
2025-11-14,671.93,0.252261
2025-11-17,665.67,0.22971
2025-11-18,660.08,0.101521
2025-11-19,662.63,0.1193
2025-11-20,652.53,0.024442
2025-11-21,659.03,0.036978
2025-11-24,668.73,0.129385
2025-11-25,675.02,0.131156
2025-11-26,679.68,0.153009
2025-11-28,683.39,0.178647
2025-12-01,680.27,0.191628
2025-12-02,681.53,0.183744
2025-12-03,683.89,0.198946
2025-12-04,684.39,0.14542
2025-12-05,685.69,0.112891
2025-12-08,683.63,0.159361
2025-12-09,683.04,0.102562
2025-12-10,687.57,0.027228
2025-12-11,689.17,0.025959
2025-12-12,681.76,0.03591
2025-12-15,680.73,0.075807
2025-12-16,678.87,0.023661
2025-12-17,671.4,0.098874
2025-12-18,676.47,0.035683
2025-12-19,680.59,0.043385
2025-12-22,684.83,0.057448
2025-12-23,687.96,0.055248
2025-12-24,690.38,0.105943
2025-12-26,690.31,0.082257
2025-12-29,687.85,0.063783
2025-12-30,687.01,0.124745
2025-12-31,681.92,0.176538
2026-01-02,683.17,0.042055
2026-01-05,687.72,0.037985
2026-01-06,691.81,0.028251
2026-01-07,689.58,0.053797
2026-01-08,689.51,0.055312
2026-01-09,694.07,0.022358
2026-01-12,695.16,0.038926
2026-01-13,693.77,0.066505
2026-01-14,690.36,0.053256
2026-01-15,692.24,0.097516
2026-01-16,691.66,0.131302
2026-01-20,677.58,0.099882
2026-01-21,685.4,0.029547
2026-01-22,688.98,0.220633
2026-01-23,689.23,0.387117
2026-01-26,692.73,0.199945
2026-01-27,695.49,0.152223
2026-01-28,695.42,0.115188
2026-01-29,694.04,0.080549
2026-01-30,691.97,0.111245
2026-02-02,695.41,0.167192
2026-02-03,689.53,0.19866
2026-02-04,686.19,0.179963
2026-02-05,677.62,0.086497
2026-02-06,690.62,0.091344
2026-02-09,693.95,0.241411
2026-02-10,692.12,0.299109
2026-02-11,691.96,0.233383
2026-02-12,681.27,0.149744
2026-02-13,681.75,0.180077
2026-02-17,682.85,0.228186
2026-02-18,686.29,0.336594
2026-02-19,684.48,0.48734
2026-02-20,689.43,0.063471
2026-02-23,682.39,0.158403
2026-02-24,687.35,0.177217
2026-02-25,693.15,0.130604
2026-02-26,689.3,0.195547
2026-02-27,685.99,0.282279
2026-03-02,686.38,0.188035
2026-03-03,680.33,0.121043
2026-03-04,685.13,0.214098
2026-03-05,681.31,0.12942
2026-03-06,672.38,0.164865
2026-03-09,678.27,0.128022
2026-03-10,677.18,0.271667
2026-03-11,676.33,0.383869
2026-03-12,666.06,0.138825
2026-03-13,662.29,0.167356
2026-03-16,669.03,0.212022
2026-03-17,670.79,0.241423
2026-03-18,661.43,0.342937
2026-03-19,659.8,0.11686
2026-03-20,648.57,0.037247
2026-03-23,655.38,0.048881
2026-03-24,653.18,0.139378
2026-03-25,656.82,0.134775
2026-03-26,645.09,0.149426
2026-03-27,634.09,0.112315
2026-03-30,631.97,0.077373
2026-03-31,650.34,0.009512
2026-04-01,655.24,0.109897
2026-04-02,655.83,0.362069
2026-04-06,658.93,0.466277
2026-04-07,659.22,0.263938
2026-04-08,676.01,0.018992
2026-04-09,679.91,0.051891
2026-04-10,679.46,0.096096
2026-04-13,686.1,0.054621
2026-04-14,694.46,0.058847
2026-04-15,699.94,0.061904
2026-04-16,701.66,0.036398
2026-04-17,710.14,0.025854
2026-04-20,708.72,0.072788
2026-04-21,704.08,0.11935
2026-04-22,711.21,0.067404
2026-04-23,708.45,0.095034
2026-04-24,713.94,0.071716
2026-04-27,715.17,0.113701
2026-04-28,711.69,0.10887
