date,close,prob_shift,label
2020-01-02T00:00:00.000000,324.87,0.5570113344652101,0.0
2020-01-03T00:00:00.000000,322.41,0.7574338284997827,0.0
2020-01-06T00:00:00.000000,323.64,0.5678761395291402,0.0
2020-01-07T00:00:00.000000,322.73,0.501251460822879,0.0
2020-01-08T00:00:00.000000,324.45,0.6126302858137984,0.0
2020-01-09T00:00:00.000000,326.65,0.44446084870740066,0.0
2020-01-10T00:00:00.000000,325.71,0.4965825905411105,0.0
2020-01-13T00:00:00.000000,327.95,0.4508130410537387,0.0
2020-01-14T00:00:00.000000,327.45,0.5625266657115892,0.0
2020-01-15T00:00:00.000000,328.19,0.6081895016967845,0.0
2020-01-16T00:00:00.000000,330.92,0.4968198762272457,0.0
2020-01-17T00:00:00.000000,331.95,0.7703186027280157,1.0
2020-01-21T00:00:00.000000,331.3,0.6411379970375147,1.0
2020-01-22T00:00:00.000000,331.34,0.44167247319208036,1.0
2020-01-23T00:00:00.000000,331.72,0.5812921801389777,1.0
2020-01-24T00:00:00.000000,328.77,0.757611409330181,1.0
2020-01-27T00:00:00.000000,323.5,0.8637192800058298,0.0
2020-01-28T00:00:00.000000,326.89,0.7370957889910263,0.0
2020-01-29T00:00:00.000000,326.62,0.6797420148616629,0.0
2020-01-30T00:00:00.000000,327.68,0.3491710169355705,0.0
2020-01-31T00:00:00.000000,321.73,0.7243424232834751,0.0
2020-02-03T00:00:00.000000,324.12,0.7206318932292979,0.0
2020-02-04T00:00:00.000000,329.06,0.5643692037305047,0.0
2020-02-05T00:00:00.000000,332.86,0.5824126894250125,0.0
2020-02-06T00:00:00.000000,333.98,0.5897364714869061,1.0
2020-02-07T00:00:00.000000,332.2,0.6149192002741719,1.0
2020-02-10T00:00:00.000000,334.68,0.594730627562453,1.0
2020-02-11T00:00:00.000000,335.26,0.5751742265292186,1.0
2020-02-12T00:00:00.000000,337.42,0.5666944391862695,1.0
2020-02-13T00:00:00.000000,337.06,0.5618662702405854,0.0
2020-02-14T00:00:00.000000,337.6,0.5549461033667813,0.0
2020-02-18T00:00:00.000000,336.73,0.5187056093151342,0.0
2020-02-19T00:00:00.000000,338.34,0.505978296334585,0.0
2020-02-20T00:00:00.000000,336.95,0.4964676782406537,0.0
2020-02-21T00:00:00.000000,333.48,0.5743417469423677,0.0
2020-02-24T00:00:00.000000,322.42,0.699135298805301,0.0
2020-02-25T00:00:00.000000,312.65,0.7314639419671282,0.0
2020-02-26T00:00:00.000000,311.5,0.73767222679276,0.0
2020-02-27T00:00:00.000000,297.51,0.6731746876058882,0.0
2020-02-28T00:00:00.000000,296.26,0.5027135733541348,0.0
2020-03-02T00:00:00.000000,309.09,0.638773154759904,0.0
2020-03-03T00:00:00.000000,300.24,0.6988876719366336,0.0
2020-03-04T00:00:00.000000,312.86,0.6361932174335394,0.0
2020-03-05T00:00:00.000000,302.46,0.7889084427921088,0.0
2020-03-06T00:00:00.000000,297.46,0.7953641671584915,0.0
2020-03-09T00:00:00.000000,274.23,0.5281018047182257,0.0
2020-03-10T00:00:00.000000,288.42,0.6678652716639533,0.0
2020-03-11T00:00:00.000000,274.36,0.46964991564345693,0.0
2020-03-12T00:00:00.000000,248.11,0.3827440764507823,0.0
2020-03-13T00:00:00.000000,269.32,0.5309671322599998,0.0
2020-03-16T00:00:00.000000,239.85,0.5381626737247377,0.0
2020-03-17T00:00:00.000000,252.8,0.4531447287244181,0.0
2020-03-18T00:00:00.000000,240.0,0.5240382524006361,0.0
2020-03-19T00:00:00.000000,240.51,0.7345289272769543,1.0
