date,value,cash,shares,position_pct,regime,danger,drawdown,price
2020-01-02,100000.00,264.91,307,0.9974,10,1,0.00,324.87
2020-01-03,99244.78,264.91,307,0.9973,10,1,-0.76,322.41
2020-01-06,99622.39,264.91,307,0.9973,10,1,-0.38,323.64
2020-01-07,99343.02,264.91,307,0.9973,9.47,1,-0.66,322.73
2020-01-08,99871.06,264.91,307,0.9973,10,1,-0.13,324.45
2020-01-09,100546.46,264.91,307,0.9974,10,1,0.00,326.65
2020-01-10,100257.88,264.91,307,0.9974,10,1,-0.29,325.71
2020-01-13,100945.56,264.91,307,0.9974,10,1,0.00,327.95
2020-01-14,100792.06,264.91,307,0.9974,10,1,-0.15,327.45
2020-01-15,101019.24,264.91,307,0.9974,10,1,0.00,328.19
2020-01-16,101857.35,264.91,307,0.9974,10,0,0.00,330.92
2020-01-17,102173.56,264.91,307,0.9974,10,0,0.00,331.95
2020-01-21,101974.01,264.91,307,0.9974,10,1,-0.20,331.30
2020-01-22,101986.29,264.91,307,0.9974,10,1,-0.18,331.34
2020-01-23,102102.95,264.91,307,0.9974,10,1,-0.07,331.72
2020-01-24,101197.30,264.91,307,0.9974,10,1,-0.96,328.77
2020-01-27,99579.41,264.91,307,0.9973,8.72,1,-2.54,323.50
2020-01-28,100620.14,264.91,307,0.9974,9.79,1,-1.52,326.89
2020-01-29,100537.25,264.91,307,0.9974,9.79,1,-1.60,326.62
2020-01-30,100862.67,264.91,307,0.9974,9.79,1,-1.28,327.68
2020-01-31,99036.02,264.91,307,0.9973,7.66,1,-3.07,321.73
2020-02-03,99769.75,264.91,307,0.9973,8.72,1,-2.35,324.12
2020-02-04,101286.33,264.91,307,0.9974,9.79,1,-0.87,329.06
2020-02-05,102452.93,264.91,307,0.9974,9.79,1,0.00,332.86
2020-02-06,102796.77,264.91,307,0.9974,10,1,0.00,333.98
2020-02-07,102250.31,264.91,307,0.9974,9.79,1,-0.53,332.20
2020-02-10,103011.67,264.91,307,0.9974,9.79,1,0.00,334.68
2020-02-11,103189.73,264.91,307,0.9974,9.79,1,0.00,335.26
2020-02-12,103852.85,264.91,307,0.9974,10,0,0.00,337.42
2020-02-13,103742.33,264.91,307,0.9974,10,1,-0.11,337.06
2020-02-14,103908.11,264.91,307,0.9975,10,1,0.00,337.60
2020-02-18,103641.02,264.91,307,0.9974,10,1,-0.26,336.73
2020-02-19,104135.29,264.91,307,0.9975,10,1,0.00,338.34
2020-02-20,103708.56,264.91,307,0.9974,9.79,1,-0.41,336.95
2020-02-21,102643.27,264.91,307,0.9974,9.26,1,-1.43,333.48
2020-02-24,98982.94,98982.94,0,0.0000,6.6,2,-4.95,322.42
2020-02-25,98982.94,98982.94,0,0.0000,7.13,3,-4.95,312.65
2020-02-26,98982.94,98982.94,0,0.0000,6.6,3,-4.95,311.50
2020-02-27,98982.94,98982.94,0,0.0000,6.28,4,-4.95,297.51
2020-02-28,98982.94,98982.94,0,0.0000,6.81,4,-4.95,296.26
2020-03-02,98982.94,74.14,320,0.9993,7.34,1,-4.95,309.09
2020-03-03,96076.80,96076.80,0,0.0000,6.28,2,-7.74,300.24
2020-03-04,96076.80,28.78,307,0.9997,7.34,1,-7.74,312.86
2020-03-05,92855.22,92855.22,0,0.0000,6.28,2,-10.83,302.46
2020-03-06,92855.22,92855.22,0,0.0000,6.28,3,-10.83,297.46
2020-03-09,92855.22,92855.22,0,0.0000,5.96,3,-10.83,274.23
2020-03-10,92855.22,92855.22,0,0.0000,7.02,2,-10.83,288.42
2020-03-11,92855.22,92855.22,0,0.0000,5.96,3,-10.83,274.36
2020-03-12,92855.22,92855.22,0,0.0000,5.96,3,-10.83,248.11
2020-03-13,92855.22,92855.22,0,0.0000,5.74,2,-10.83,269.32
2020-03-16,92855.22,92855.22,0,0.0000,5.74,3,-10.83,239.85
2020-03-17,92855.22,92855.22,0,0.0000,5.74,2,-10.83,252.80
2020-03-18,92855.22,92855.22,0,0.0000,5.74,2,-10.83,240.00
2020-03-19,92855.22,92855.22,0,0.0000,5.74,2,-10.83,240.51
2020-03-20,92855.22,92855.22,0,0.0000,5.74,2,-10.83,228.80
2020-03-23,92855.22,92855.22,0,0.0000,5.74,2,-10.83,222.95
2020-03-24,92855.22,92855.22,0,0.0000,4.47,2,-10.83,243.15
2020-03-25,92855.22,92855.22,0,0.0000,5.53,2,-10.83,246.79
2020-03-26,92855.22,129.22,355,0.9986,5.53,1,-10.83,261.20
2020-03-27,89964.10,89964.10,0,0.0000,5.32,1,-13.61,253.42
2020-03-30,89964.10,218.15,343,0.9976,6.06,1,-13.61,261.65
2020-03-31,88626.40,218.15,343,0.9975,5.85,1,-14.89,257.75
2020-04-01,84429.45,84429.45,0,0.0000,6.91,2,-18.92,246.15
2020-04-02,84429.45,66.40,335,0.9992,7.13,1,-18.92,251.83
2020-04-03,83210.05,66.40,335,0.9992,7.13,1,-20.09,248.19
2020-04-06,88794.50,66.40,335,0.9993,8.4,1,-14.73,264.86
2020-04-07,88884.95,66.40,335,0.9993,8.62,1,-14.64,265.13
2020-04-08,91866.45,66.40,335,0.9993,8.62,0,-11.78,274.03
2020-04-09,93263.40,66.40,335,0.9993,8.62,0,-10.44,278.20
2020-04-13,92412.50,66.40,335,0.9993,8.62,1,-11.26,275.66
2020-04-14,95136.05,66.40,335,0.9993,8.62,0,-8.64,283.79
2020-04-15,93116.00,66.40,335,0.9993,8.62,1,-10.58,277.76
2020-04-16,93564.90,66.40,335,0.9993,8.62,1,-10.15,279.10
2020-04-17,96090.80,66.40,335,0.9993,8.62,1,-7.73,286.64
2020-04-20,94332.65,94332.65,0,0.0000,8.62,2,-9.41,281.59
2020-04-21,94332.65,94332.65,0,0.0000,8.62,2,-9.41,273.04
2020-04-22,94332.65,275.95,337,0.9971,8.94,0,-9.41,279.10
2020-04-23,94325.91,275.95,337,0.9971,8.94,0,-9.42,279.08
2020-04-24,95636.84,275.95,337,0.9971,8.94,0,-8.16,282.97
2020-04-27,97011.80,275.95,337,0.9972,8.94,1,-6.84,287.05
2020-04-28,96566.96,275.95,337,0.9971,8.94,1,-7.27,285.73
2020-04-29,98811.77,98811.77,0,0.0000,8.94,2,-5.11,293.21
2020-04-30,98811.77,48.57,340,0.9995,8.94,1,-5.11,290.48
2020-05-01,96148.60,96148.60,0,0.0000,8.94,2,-7.67,282.79
2020-05-04,96148.60,96148.60,0,0.0000,7.98,2,-7.67,283.57
2020-05-05,96148.60,274.95,335,0.9971,8.19,0,-7.67,286.19
2020-05-06,95498.70,274.95,335,0.9971,8.19,1,-8.29,284.25
2020-05-07,96647.75,274.95,335,0.9972,7.98,0,-7.19,287.68
2020-05-08,98242.35,274.95,335,0.9972,8.3,1,-5.66,292.44
2020-05-11,98262.45,274.95,335,0.9972,8.72,1,-5.64,292.50
2020-05-12,96309.40,274.95,335,0.9971,8.4,1,-7.52,286.67
2020-05-13,94336.00,94336.00,0,0.0000,7.13,2,-9.41,281.60
2020-05-14,94336.00,10.93,331,0.9999,8.19,1,-9.41,284.97
2020-05-15,94769.61,10.93,331,0.9999,8.4,1,-8.99,286.28
2020-05-18,97655.93,10.93,331,0.9999,8.51,0,-6.22,295.00
2020-05-19,96653.00,10.93,331,0.9999,8.19,0,-7.19,291.97
2020-05-20,98294.76,10.93,331,0.9999,8.51,0,-5.61,296.93
2020-05-21,97616.21,10.93,331,0.9999,8.51,0,-6.26,294.88
2020-05-22,97801.57,10.93,331,0.9999,8.51,0,-6.08,295.44
2020-05-26,99006.41,10.93,331,0.9999,8.51,0,-4.93,299.08
2020-05-27,100479.36,10.93,331,0.9999,8.51,0,-3.51,303.53
2020-05-28,100294.00,10.93,331,0.9999,8.72,1,-3.69,302.97
2020-05-29,100740.85,10.93,331,0.9999,8.51,0,-3.26,304.32
2020-06-01,101147.98,10.93,331,0.9999,9.26,1,-2.87,305.55
2020-06-02,101985.41,10.93,331,0.9999,9.26,0,-2.06,308.08
2020-06-03,103342.51,10.93,331,0.9999,8.72,0,-0.76,312.18
2020-06-04,103071.09,10.93,331,0.9999,9.26,0,-1.02,311.36
2020-06-05,105712.47,10.93,331,0.9999,9.47,1,0.00,319.34
2020-06-08,106990.13,10.93,331,0.9999,9.26,0,0.00,323.20
2020-06-09,106192.42,10.93,331,0.9999,9.26,1,-0.75,320.79
2020-06-10,105599.93,10.93,331,0.9999,9.26,1,-1.30,319.00
2020-06-11,99501.91,99501.91,0,0.0000,7.87,2,-7.00,300.61
2020-06-12,99501.91,25.24,327,0.9997,8.94,1,-7.00,304.21
2020-06-15,100430.59,25.24,327,0.9997,8.94,1,-6.13,307.05
2020-06-16,102363.16,25.24,327,0.9998,8.94,0,-4.32,312.96
2020-06-17,101938.06,25.24,327,0.9998,8.94,1,-4.72,311.66
2020-06-18,101977.30,25.24,327,0.9998,8.94,1,-4.69,311.78
2020-06-19,100950.52,25.24,327,0.9997,8.94,1,-5.65,308.64
2020-06-22,101597.98,25.24,327,0.9998,8.94,1,-5.04,310.62
2020-06-23,102065.59,25.24,327,0.9998,8.94,1,-4.60,312.05
2020-06-24,99437.43,99437.43,0,0.0000,7.87,2,-7.06,304.09
2020-06-25,99437.43,163.38,323,0.9984,7.87,1,-7.06,307.35
2020-06-26,97079.53,163.38,323,0.9983,6.81,1,-9.26,300.05
2020-06-29,98503.96,163.38,323,0.9983,7.87,1,-7.93,304.46
2020-06-30,99763.66,163.38,323,0.9984,7.87,1,-6.75,308.36
2020-07-01,100461.34,163.38,323,0.9984,9.26,1,-6.10,310.52
2020-07-02,101013.67,163.38,323,0.9984,9.26,1,-5.59,312.23
2020-07-06,102570.53,163.38,323,0.9984,9.26,0,-4.13,317.05
2020-07-07,101514.32,163.38,323,0.9984,9.26,1,-5.12,313.78
2020-07-08,102289.52,163.38,323,0.9984,9.26,0,-4.39,316.18
2020-07-09,101544.74,101544.74,0,0.0000,9.26,2,-5.09,314.38
2020-07-10,101544.74,233.53,319,0.9977,9.26,0,-5.09,317.59
2020-07-13,100433.96,100433.96,0,0.0000,8.94,2,-6.13,314.84
2020-07-14,100433.96,293.08,314,0.9971,9.26,0,-6.13,318.92
2020-07-15,101353.98,293.08,314,0.9971,9.26,0,-5.27,321.85
2020-07-16,101021.14,293.08,314,0.9971,9.26,0,-5.58,320.79
2020-07-17,101313.16,293.08,314,0.9971,9.26,0,-5.31,321.72
2020-07-20,102129.56,293.08,314,0.9971,9.47,0,-4.54,324.32
2020-07-21,102346.22,293.08,314,0.9971,9.47,0,-4.34,325.01
2020-07-22,102927.12,293.08,314,0.9972,9.47,0,-3.80,326.86
2020-07-23,101702.52,293.08,314,0.9971,9.26,1,-4.94,322.96
2020-07-24,100756.32,100756.32,0,0.0000,9.26,2,-5.83,320.88
2020-07-27,100756.32,234.90,311,0.9977,9.47,1,-5.83,323.22
2020-07-28,99883.87,99883.87,0,0.0000,9.26,2,-6.64,321.17
2020-07-29,99883.87,72.03,307,0.9993,9.47,1,-6.64,325.12
2020-07-30,99527.75,72.03,307,0.9993,9.47,1,-6.97,323.96
2020-07-31,100313.67,72.03,307,0.9993,9.47,1,-6.24,326.52
2020-08-03,101010.56,72.03,307,0.9993,9.47,0,-5.59,328.79
2020-08-04,101400.45,72.03,307,0.9993,9.47,0,-5.22,330.06
2020-08-05,102029.80,72.03,307,0.9993,9.47,0,-4.64,332.11
2020-08-06,102711.34,72.03,307,0.9993,9.47,0,-4.00,334.33
2020-08-07,102785.02,72.03,307,0.9993,9.47,0,-3.93,334.57
2020-08-10,103092.02,72.03,307,0.9993,9.47,0,-3.64,335.57
2020-08-11,102241.63,72.03,307,0.9993,9.47,1,-4.44,332.80
2020-08-12,103666.11,72.03,307,0.9993,9.47,0,-3.11,337.44
2020-08-13,103478.84,72.03,307,0.9993,9.47,0,-3.28,336.83
2020-08-14,103481.91,72.03,307,0.9993,9.47,0,-3.28,336.84
2020-08-17,103810.40,72.03,307,0.9993,9.47,0,-2.97,337.91
2020-08-18,104034.51,72.03,307,0.9993,8.94,0,-2.76,338.64
2020-08-19,103601.64,72.03,307,0.9993,8.94,1,-3.17,337.23
2020-08-20,103923.99,72.03,307,0.9993,8.94,1,-2.87,338.28
2020-08-21,104292.39,72.03,307,0.9993,9.47,1,-2.52,339.48
2020-08-24,105348.47,72.03,307,0.9993,9.47,0,-1.53,342.92
2020-08-25,105716.87,72.03,307,0.9993,9.47,0,-1.19,344.12
2020-08-26,106776.02,72.03,307,0.9993,9.47,0,-0.20,347.57
2020-08-27,107009.34,72.03,307,0.9993,9.47,0,0.00,348.33
2020-08-28,107700.09,72.03,307,0.9993,9.47,0,0.00,350.58
2020-08-31,107310.20,72.03,307,0.9993,9.26,1,-0.36,349.31
2020-09-01,108320.23,72.03,307,0.9993,9.26,1,0.00,352.60
2020-09-02,109885.93,72.03,307,0.9993,9.26,1,0.00,357.70
2020-09-03,106034.73,106034.73,0,0.0000,8.94,2,-3.50,345.39
2020-09-04,106034.73,106034.73,0,0.0000,7.87,2,-3.50,342.57
2020-09-08,106034.73,106034.73,0,0.0000,6.81,2,-3.50,333.21
2020-09-09,106034.73,106034.73,0,0.0000,8.19,2,-3.50,339.79
2020-09-10,106034.73,106034.73,0,0.0000,7.13,2,-3.50,333.89
2020-09-11,106034.73,106034.73,0,0.0000,7.13,2,-3.50,334.06
2020-09-14,106034.73,106034.73,0,0.0000,8.19,2,-3.50,338.46
2020-09-15,106034.73,106034.73,0,0.0000,8.19,2,-3.50,340.17
2020-09-16,106034.73,106034.73,0,0.0000,8.19,2,-3.50,338.82
2020-09-17,106034.73,106034.73,0,0.0000,8.19,2,-3.50,335.84
2020-09-18,106034.73,106034.73,0,0.0000,6.6,2,-3.50,330.65
2020-09-21,106034.73,106034.73,0,0.0000,6.6,3,-3.50,326.97
2020-09-22,106034.73,106034.73,0,0.0000,7.66,2,-3.50,330.30
2020-09-23,106034.73,106034.73,0,0.0000,7.13,2,-3.50,322.64
2020-09-24,106034.73,106034.73,0,0.0000,6.6,2,-3.50,323.50
2020-09-25,106034.73,183.67,322,0.9983,7.66,1,-3.50,328.73
2020-09-28,107792.85,183.67,322,0.9983,7.66,1,-1.90,334.19
2020-09-29,107206.81,183.67,322,0.9983,7.66,1,-2.44,332.37
2020-09-30,108018.25,183.67,322,0.9983,7.66,1,-1.70,334.89
2020-10-01,108710.55,183.67,322,0.9983,8.72,1,-1.07,337.04
2020-10-02,107496.48,107496.48,0,0.0000,8.72,2,-2.17,333.84
2020-10-05,107496.48,107496.48,0,0.0000,7.45,2,-2.17,339.76
2020-10-06,107496.48,107496.48,0,0.0000,7.45,2,-2.17,334.93
2020-10-07,107496.48,107496.48,0,0.0000,7.45,2,-2.17,340.76
2020-10-08,107496.48,237.12,312,0.9978,7.45,0,-2.17,343.78
2020-10-09,108454.32,237.12,312,0.9978,7.45,0,-1.30,346.85
2020-10-12,110195.28,237.12,312,0.9978,7.45,0,0.00,352.43
2020-10-13,109477.68,237.12,312,0.9978,7.45,0,-0.65,350.13
2020-10-14,108791.28,237.12,312,0.9978,7.45,0,-1.27,347.93
2020-10-15,108420.00,108420.00,0,0.0000,7.98,2,-1.61,347.50
2020-10-16,108420.00,108420.00,0,0.0000,7.98,2,-1.61,347.29
2020-10-19,108420.00,108420.00,0,0.0000,9.26,2,-1.61,342.01
2020-10-20,108420.00,108420.00,0,0.0000,9.26,2,-1.61,343.38
2020-10-21,108420.00,108420.00,0,0.0000,9.26,2,-1.61,342.73
2020-10-22,108420.00,108420.00,0,0.0000,9.26,2,-1.61,344.61
2020-10-23,108420.00,190.86,313,0.9982,9.26,1,-1.61,345.78
2020-10-26,106229.07,106229.07,0,0.0000,7.87,2,-3.60,339.39
2020-10-27,106229.07,106229.07,0,0.0000,7.87,2,-3.60,338.22
2020-10-28,106229.07,106229.07,0,0.0000,6.81,2,-3.60,326.66
2020-10-29,106229.07,305.49,321,0.9971,7.87,1,-3.60,329.98
