date,value,regime,price,position_pct,danger,rsi
2025-04-08,1601406.69,5.53,496.48,0.9998,4,18.3
2025-04-09,1769558.19,7.66,548.62,0.9999,1,44.8
2025-04-10,1692029.19,6.6,524.58,0.9998,2,39.3
2025-04-11,1722215.19,8.09,533.94,0.9998,2,39.1
2025-04-14,1738920.69,8.09,539.12,0.9999,2,40.3
2025-04-15,1734050.94,8.09,537.61,0.9999,2,41.5
2025-04-16,1695512.19,7.02,525.66,0.9998,2,39.2
2025-04-17,1697930.94,8.19,526.41,0.9998,2,42.0
2025-04-21,1657521.69,7.02,513.88,0.9998,2,38.1
2025-04-22,1700639.94,7.87,527.25,0.9998,2,41.7
2025-04-23,1726988.19,8.4,535.42,0.9999,2,43.0
2025-04-24,1763333.94,8.19,546.69,0.9999,2,52.6
2025-04-25,1776072.69,9.04,550.64,0.9999,1,63.9
2025-04-28,1776749.94,9.26,550.85,0.9999,2,64.3
2025-04-29,1787940.69,9.47,554.32,0.9999,1,68.3
2025-04-30,1788650.19,9.04,554.54,0.9999,1,52.8
2025-05-01,1801324.44,9.26,558.47,0.9999,1,69.7
2025-05-02,1828059.69,9.26,566.76,0.9999,1,69.4
2025-05-05,1817578.44,8.19,563.51,0.9999,1,64.7
2025-05-06,1802388.69,8.19,558.80,0.9999,2,62.3
2025-05-07,1809967.44,8.62,561.15,0.9999,2,73.2
2025-05-08,1822577.19,8.62,565.06,0.9999,0,74.3
2025-05-09,1820255.19,8.62,564.34,0.9999,0,87.2
2025-05-12,1880401.44,8.94,582.99,0.9999,0,88.1
2025-05-13,1892817.69,8.19,586.84,0.9999,0,87.4
2025-05-14,1895236.44,8.19,587.59,0.9999,0,85.1
2025-05-15,1904492.19,8.19,590.46,0.9999,0,84.8
2025-05-16,1916553.69,8.19,594.20,0.9999,0,85.7
2025-05-19,1918649.94,8.19,594.85,0.9999,0,85.0
2025-05-20,1912199.94,8.19,592.85,0.9999,0,82.1
2025-05-21,1879982.19,7.87,582.86,0.9999,1,68.6
2025-05-22,1880723.94,7.87,583.09,0.9999,1,64.2
2025-05-23,1867888.44,7.87,579.11,0.9999,1,63.4
2025-05-27,1906717.44,8.19,591.15,0.9999,0,74.6
2025-05-28,1895687.94,8.19,587.73,0.9999,1,69.9
2025-05-29,1903169.94,8.19,590.05,0.9999,0,69.2
2025-05-30,1901041.44,8.19,589.39,0.9999,1,69.2
2025-06-02,1911748.44,8.19,592.71,0.9999,0,59.8
2025-06-03,1922648.94,8.19,596.09,0.9999,0,59.4
2025-06-04,1922132.94,8.19,595.93,0.9999,0,58.6
2025-06-05,1912844.94,8.19,593.05,0.9999,1,52.7
2025-06-06,1932485.19,8.19,599.14,0.9999,0,54.8
2025-06-09,1934226.69,8.19,599.68,0.9999,0,54.7
2025-06-10,1945191.69,8.19,603.08,0.9999,0,59.8
2025-06-11,1939644.69,8.19,601.36,0.9999,1,71.0
2025-06-12,1947352.44,8.19,603.75,0.9999,0,72.3
2025-06-13,1925583.69,7.87,597.00,0.9999,1,68.2
2025-06-16,1943901.69,8.19,602.68,0.9999,1,63.5
2025-06-17,1927292.94,7.87,597.53,0.9999,1,61.0
2025-06-18,1927002.69,7.87,597.44,0.9999,1,58.8
2025-06-20,1916811.69,7.87,594.28,0.9999,1,55.5
2025-06-23,1935742.44,8.19,600.15,0.9999,1,57.9
2025-06-24,1957124.19,8.19,606.78,0.9999,1,60.6
2025-06-25,1958220.69,8.19,607.12,0.9999,1,61.0
2025-06-26,1973539.44,8.19,611.87,0.9999,0,67.9
2025-06-27,1983343.44,8.19,614.91,0.9999,0,65.9
2025-06-30,1992824.94,8.19,617.85,0.9999,0,67.5
2025-07-01,1992179.94,8.19,617.65,0.9999,0,65.0
2025-07-02,2001209.94,8.19,620.45,0.9999,0,69.2
2025-07-03,2016980.19,8.19,625.34,0.9999,0,70.6
2025-07-07,2001951.69,8.19,620.68,0.9999,0,73.6
2025-07-08,2000855.19,8.19,620.34,0.9999,1,69.7
2025-07-09,2012852.19,8.19,624.06,0.9999,0,80.5
2025-07-10,2018528.19,8.19,625.82,0.9999,0,81.5
2025-07-11,2011433.19,8.19,623.62,0.9999,1,83.2
2025-07-14,2015270.94,8.19,624.81,0.9999,1,81.2
2025-07-15,2006660.19,8.19,622.14,0.9999,1,71.6
2025-07-16,2013368.19,8.19,624.22,0.9999,1,73.0
2025-07-17,2025687.69,8.19,628.04,0.9999,1,72.3
2025-07-18,2024204.19,8.19,627.58,0.9999,1,68.8
2025-07-21,2028041.94,8.19,628.77,0.9999,1,67.1
2025-07-22,2028332.19,8.19,628.86,0.9999,1,67.6
2025-07-23,2045585.94,8.19,634.21,0.9999,0,70.0
2025-07-24,2046263.19,8.19,634.42,0.9999,1,65.3
2025-07-25,2054906.19,8.4,637.10,0.9999,0,79.6
2025-07-28,2054390.19,8.19,636.94,0.9999,1,80.1
2025-07-29,2048972.19,8.19,635.26,0.9999,1,71.9
2025-07-30,2046392.19,8.19,634.46,0.9999,1,67.6
2025-07-31,2038716.69,8.19,632.08,0.9999,1,67.1
2025-08-01,2005305.69,6.81,621.72,0.9999,2,45.4
2025-08-04,2035781.94,8.19,631.17,0.9999,1,61.1
2025-08-05,2025461.94,7.13,627.97,0.9999,1,54.5
2025-08-06,2040974.19,8.19,632.78,0.9999,1,55.5
2025-08-07,2039264.94,8.19,632.25,0.9999,1,55.4
2025-08-08,2055164.19,8.19,637.18,0.9999,1,59.0
2025-08-11,2051100.69,8.19,635.92,0.9999,1,57.4
2025-08-12,2072933.94,8.4,642.69,0.9999,1,58.6
2025-08-13,2080028.94,8.4,644.89,0.9999,1,60.2
2025-08-14,2080222.44,8.4,644.95,0.9999,1,58.1
2025-08-15,2075352.69,8.19,643.44,0.9999,1,56.5
2025-08-18,2074901.19,8.4,643.30,0.9999,1,58.3
2025-08-19,2063645.94,8.19,639.81,0.9999,1,55.2
2025-08-20,2058163.44,8.19,638.11,0.9999,1,56.0
2025-08-21,2049907.44,8.19,635.55,0.9999,1,66.2
2025-08-22,2081383.44,8.4,645.31,0.9999,1,66.5
2025-08-25,2072224.44,8.4,642.47,0.9999,1,67.0
2025-08-26,2080899.69,8.4,645.16,0.9999,1,65.3
2025-08-27,2085640.44,8.4,646.63,0.9999,1,67.4
2025-08-28,2093025.69,8.4,648.92,0.9999,1,65.2
2025-08-29,2080544.94,8.19,645.05,0.9999,1,61.0
2025-09-02,2065129.44,8.19,640.27,0.9999,1,46.9
2025-09-03,2076320.19,8.19,643.74,0.9999,1,48.6
2025-09-04,2093670.69,8.19,649.12,0.9999,1,54.5
2025-09-05,2087607.69,8.19,647.24,0.9999,1,54.1
2025-09-08,2092735.44,8.19,648.83,0.9999,1,55.8
2025-09-09,2097572.94,8.19,650.33,0.9999,1,61.5
2025-09-10,2103635.94,8.19,652.21,0.9999,1,65.3
2025-09-11,2121115.44,8.4,657.63,0.9999,1,72.6
2025-09-12,2120405.94,8.4,657.41,0.9999,1,65.4
2025-09-15,2131693.44,8.19,660.91,0.9999,1,73.1
2025-09-16,2128758.69,8.19,660.00,0.9999,1,69.4
2025-09-17,2126114.19,8.19,659.18,0.9999,1,66.7
2025-09-18,2136047.19,8.19,662.26,0.9999,1,67.4
2025-09-19,2140691.19,8.19,663.70,0.9999,1,76.0
2025-09-22,2150817.69,8.19,666.84,0.9999,1,88.8
2025-09-23,2139110.94,8.19,663.21,0.9999,1,78.3
2025-09-24,2132306.19,8.19,661.10,0.9999,1,69.2
2025-09-25,2122469.94,8.19,658.05,0.9999,1,66.7
2025-09-26,2134628.19,8.19,661.82,0.9999,1,68.8
2025-09-29,2140626.69,8.19,663.68,0.9999,1,69.2
2025-09-30,2148689.19,8.19,666.18,0.9999,1,69.7
2025-10-01,2156009.94,8.19,668.45,0.9999,1,66.7
2025-10-02,2158493.19,8.19,669.22,0.9999,1,68.0
2025-10-03,2158460.94,8.19,669.21,0.9999,1,64.1
2025-10-06,2166200.94,8.19,671.61,0.9999,1,68.8
2025-10-07,2158170.69,8.19,669.12,0.9999,1,65.3
2025-10-08,2171038.44,8.19,673.11,0.9999,1,66.2
2025-10-09,2164749.69,8.19,671.16,0.9999,1,61.0
2025-10-10,2106248.19,5.74,653.02,0.9999,1,35.9
2025-10-13,2138562.69,8.19,663.04,0.9999,1,49.8
2025-10-14,2135950.44,7.87,662.23,0.9999,1,51.0
2025-10-15,2145431.94,7.87,665.17,0.9999,1,56.6
2025-10-16,2130822.69,6.6,660.64,0.9999,2,48.9
2025-10-17,2142916.44,7.87,664.39,0.9999,1,50.6
2025-10-20,2165201.19,8.19,671.30,0.9999,1,54.2
2025-10-21,2165168.94,8.19,671.29,0.9999,1,52.4
2025-10-22,2153913.69,8.19,667.80,0.9999,1,48.8
2025-10-23,2166684.69,8.19,671.76,0.9999,1,51.9
2025-10-24,2184389.94,8.19,677.25,0.9999,1,54.1
2025-10-27,2210157.69,8.19,685.24,0.9999,0,60.9
2025-10-28,2216027.19,8.19,687.06,0.9999,0,59.7
2025-10-29,2217091.44,8.19,687.39,0.9999,0,61.6
2025-10-30,2192710.44,8.19,679.83,0.9999,1,72.5
2025-10-31,2199902.19,8.19,682.06,0.9999,1,68.4
2025-11-03,2204030.19,8.19,683.34,0.9999,1,70.2
2025-11-04,2177907.69,8.19,675.24,0.9999,1,58.8
2025-11-05,2185454.19,8.19,677.58,0.9999,1,65.3
2025-11-06,2162008.44,8.19,670.31,0.9999,1,55.0
2025-11-07,2164136.94,7.13,670.97,0.9999,1,49.7
2025-11-10,2197902.69,8.19,681.44,0.9999,1,58.1
2025-11-11,2202933.69,8.19,683.00,0.9999,1,62.4
2025-11-12,2204159.19,8.19,683.38,0.9999,1,60.1
2025-11-13,2167587.69,6.81,672.04,0.9999,1,45.9
2025-11-14,2167232.94,7.13,671.93,0.9999,1,38.0
2025-11-17,2147044.44,5.74,665.67,0.9999,1,32.1
2025-11-18,2129016.69,5.74,660.08,0.9999,1,29.0
2025-11-19,2137240.44,6.81,662.63,0.9999,1,35.7
2025-11-20,2104667.94,5.53,652.53,0.9999,2,28.3
2025-11-21,2125630.44,6.81,659.03,0.9999,1,33.4
2025-11-24,2156912.94,7.87,668.73,0.9999,1,45.7
2025-11-25,2177198.19,8.19,675.02,0.9999,1,48.4
2025-11-26,2192226.69,8.19,679.68,0.9999,1,56.2
2025-11-28,2204191.44,8.19,683.39,0.9999,1,57.8
2025-12-01,2194129.44,8.19,680.27,0.9999,1,49.2
2025-12-02,2198192.94,8.19,681.53,0.9999,1,49.0
2025-12-03,2205803.94,8.19,683.89,0.9999,1,50.3
2025-12-04,2207416.44,8.19,684.39,0.9999,1,59.8
2025-12-05,2211608.94,8.19,685.69,0.9999,1,60.8
2025-12-08,2204965.44,8.19,683.63,0.9999,1,65.0
2025-12-09,2203062.69,8.19,683.04,0.9999,1,71.0
2025-12-10,2217671.94,8.19,687.57,0.9999,1,72.0
2025-12-11,2222831.94,8.4,689.17,0.9999,1,88.0
2025-12-12,2198934.69,8.19,681.76,0.9999,1,73.2
2025-12-15,2195612.94,8.19,680.73,0.9999,1,64.8
2025-12-16,2189614.44,8.19,678.87,0.9999,1,55.3
2025-12-17,2165523.69,8.19,671.40,0.9999,1,39.3
2025-12-18,2181874.44,8.19,676.47,0.9999,1,41.4
2025-12-19,2195161.44,8.4,680.59,0.9999,1,50.4
2025-12-22,2208835.44,8.4,684.83,0.9999,1,53.7
2025-12-23,2218929.69,8.4,687.96,0.9999,1,54.5
2025-12-24,2226734.19,8.4,690.38,0.9999,1,56.4
2025-12-26,2226508.44,8.4,690.31,0.9999,1,55.1
2025-12-29,2218574.94,8.4,687.85,0.9999,1,54.6
2025-12-30,2215865.94,8.4,687.01,0.9999,1,54.3
2025-12-31,2199450.69,8.4,681.92,0.9999,1,44.0
2026-01-02,2203481.94,8.4,683.17,0.9999,1,43.5
2026-01-05,2218155.69,8.4,687.72,0.9999,1,56.8
2026-01-06,2231345.94,8.4,691.81,0.9999,1,61.9
2026-01-07,2224154.19,8.19,689.58,0.9999,1,61.4
2026-01-08,2223928.44,8.19,689.51,0.9999,1,72.8
2026-01-09,2238634.44,8.4,694.07,0.9999,1,72.5
2026-01-12,2242149.69,8.19,695.16,0.9999,1,70.2
2026-01-13,2237666.94,8.19,693.77,0.9999,1,63.4
2026-01-14,2226669.69,8.19,690.36,0.9999,1,53.6
2026-01-15,2232732.69,8.19,692.24,0.9999,1,52.8
2026-01-16,2230862.19,8.19,691.66,0.9999,1,52.0
2026-01-20,2185454.19,5.74,677.58,0.9999,1,38.6
2026-01-21,2210673.69,8.19,685.40,0.9999,1,48.5
2026-01-22,2222219.19,8.19,688.98,0.9999,1,57.0
2026-01-23,2223025.44,8.19,689.23,0.9999,1,56.1
2026-01-26,2234312.94,8.19,692.73,0.9999,1,55.2
2026-01-27,2243213.94,8.19,695.49,0.9999,1,53.9
2026-01-28,2242988.19,8.19,695.42,0.9999,1,56.5
2026-01-29,2238537.69,8.19,694.04,0.9999,1,54.9
2026-01-30,2231861.94,8.19,691.97,0.9999,1,47.6
2026-02-02,2242955.94,8.19,695.41,0.9999,1,50.3
2026-02-03,2223992.94,8.19,689.53,0.9999,1,45.8
2026-02-04,2213221.44,8.19,686.19,0.9999,1,45.9
2026-02-05,2185583.19,5.74,677.62,0.9999,1,37.2
2026-02-06,2227508.19,8.19,690.62,0.9999,1,49.3
2026-02-09,2238247.44,8.19,693.95,0.9999,1,63.9
2026-02-10,2232345.69,8.19,692.12,0.9999,1,56.3
2026-02-11,2231829.69,8.19,691.96,0.9999,1,53.0
2026-02-12,2197354.44,6.81,681.27,0.9999,1,43.4
2026-02-13,2198902.44,6.81,681.75,0.9999,1,40.4
2026-02-17,2202449.94,6.81,682.85,0.9999,1,38.6
2026-02-18,2213543.94,8.19,686.29,0.9999,1,42.2
2026-02-19,2207706.69,6.81,684.48,0.9999,1,41.9
2026-02-20,2223670.44,8.19,689.43,0.9999,1,48.0
2026-02-23,2200966.44,6.81,682.39,0.9999,1,40.1
2026-02-24,2216962.44,8.19,687.35,0.9999,1,48.3
2026-02-25,2235667.44,8.19,693.15,0.9999,1,55.2
2026-02-26,2223251.19,8.19,689.30,0.9999,1,59.4
2026-02-27,2212576.44,8.19,685.99,0.9999,1,45.6
2026-03-02,2213834.19,7.87,686.38,0.9999,1,42.4
2026-03-03,2194322.94,6.81,680.33,0.9999,1,39.1
2026-03-04,2209802.94,7.87,685.13,0.9999,1,44.2
2026-03-05,2197483.44,6.81,681.31,0.9999,1,50.0
2026-03-06,2168684.19,5.53,672.38,0.9999,2,42.2
2026-03-09,2187679.44,6.6,678.27,0.9999,1,46.5
2026-03-10,2184164.19,6.81,677.18,0.9999,1,42.7
2026-03-11,2181422.94,6.81,676.33,0.9999,1,43.4
2026-03-12,2148302.19,5.53,666.06,0.9999,1,32.6
2026-03-13,2136143.94,5.53,662.29,0.9999,1,34.2
2026-03-16,2157880.44,6.81,669.03,0.9999,1,36.0
2026-03-17,2163556.44,6.81,670.79,0.9999,1,31.8
2026-03-18,2133370.44,5.53,661.43,0.9999,1,29.2
2026-03-19,2128113.69,5.74,659.80,0.9999,1,30.0
2026-03-20,2091896.94,5.53,648.57,0.9999,1,25.2
2026-03-23,2113859.19,6.6,655.38,0.9999,2,33.8
2026-03-24,2106764.19,6.6,653.18,0.9999,2,28.5
2026-03-25,2118503.19,6.6,656.82,0.9999,1,33.5
2026-03-26,2080673.94,5.53,645.09,0.9999,2,32.3
2026-03-27,2045198.94,5.21,634.09,0.9999,2,23.1
2026-03-30,2038361.94,5.21,631.97,0.9999,2,22.8
2026-03-31,2097605.19,6.6,650.34,0.9999,1,37.1
2026-04-01,2113407.69,7.87,655.24,0.9999,1,44.3
2026-04-02,2115310.44,7.87,655.83,0.9999,1,46.5
2026-04-06,2125307.94,7.87,658.93,0.9999,1,44.3
2026-04-07,2126243.19,7.66,659.22,0.9999,1,43.3
2026-04-08,2180390.94,7.66,676.01,0.9999,0,57.7
2026-04-09,2192968.44,7.98,679.91,0.9999,0,60.4
2026-04-10,2191517.19,7.98,679.46,0.9999,0,68.0
2026-04-13,2212931.19,7.98,686.10,0.9999,0,67.9
2026-04-14,2239892.19,8.19,694.46,0.9999,0,72.5
2026-04-15,2257565.19,8.19,699.94,0.9999,1,73.0
2026-04-16,2263112.19,8.19,701.66,0.9999,1,83.8
2026-04-17,2290460.19,8.19,710.14,0.9999,1,96.8
2026-04-20,2285880.69,8.19,708.72,0.9999,1,97.7
2026-04-21,2270916.69,8.19,704.08,0.9999,0,90.2
2026-04-22,2293910.94,8.19,711.21,0.9999,1,90.6
2026-04-23,2285009.94,8.19,708.45,0.9999,1,87.0
2026-04-24,2302715.19,8.19,713.94,0.9999,0,87.4
2026-04-27,2306681.94,8.19,715.17,0.9999,0,87.6
2026-04-28,2295458.94,8.19,711.69,0.9999,0,79.2
2026-04-29,2295104.19,8.19,711.58,0.9999,0,77.6
2026-04-30,2317937.19,8.19,718.66,0.9999,0,80.6
2026-05-01,2324354.94,8.19,720.65,0.9999,0,79.1
2026-05-04,2315840.94,8.19,718.01,0.9999,0,71.9
2026-05-05,2334416.94,8.19,723.77,0.9999,0,72.1
2026-05-06,2366860.44,8.19,733.83,0.9999,0,75.8
2026-05-07,2359604.19,8.19,731.58,0.9999,0,69.1
2026-05-08,2379083.19,8.19,737.62,0.9999,0,73.8
2026-05-11,2384501.19,8.19,739.30,0.9999,0,80.5
2026-05-12,2380889.19,8.19,738.18,0.9999,0,76.1
2026-05-13,2394208.44,8.19,742.31,0.9999,0,81.9
