date,value,regime,price,position_pct,drawdown,danger
2024-11-19,1637644.96,9.26,590.30,0.9999,0.00,1
2024-11-20,1638199.76,9.26,590.50,0.9999,0.00,1
2024-11-21,1646993.34,9.26,593.67,0.9999,0.00,1
2024-11-22,1652097.50,9.26,595.51,0.9999,0.00,1
2024-11-25,1657700.98,9.47,597.53,0.9999,0.00,1
2024-11-26,1666355.86,9.47,600.65,0.9999,0.00,1
2024-11-27,1661307.18,10.0,598.83,0.9999,0.00,1
2024-11-29,1671626.46,10.0,602.55,0.9999,0.00,1
2024-12-02,1674622.38,10.0,603.63,0.9999,0.00,1
2024-12-03,1675399.10,10.0,603.91,0.9999,0.00,1
2024-12-04,1685801.60,10.0,607.66,0.9999,0.00,0
2024-12-05,1683027.60,10.0,606.66,0.9999,0.00,1
2024-12-06,1686217.70,10.0,607.81,0.9999,0.00,1
2024-12-09,1677535.08,10.0,604.68,0.9999,0.00,1
2024-12-10,1672319.96,10.0,602.80,0.9999,0.00,1
2024-12-11,1685246.80,10.0,607.46,0.9999,0.00,1
2024-12-12,1676564.18,10.0,604.33,0.9999,0.00,1
2024-12-13,1676231.30,10.0,604.21,0.9999,0.00,1
2024-12-16,1683388.22,10.0,606.79,0.9999,0.00,1
2024-12-17,1676453.22,9.79,604.29,0.9999,0.00,1
2024-12-18,1626493.48,7.13,586.28,0.9999,0.00,2
2024-12-19,1625994.16,7.34,586.10,0.9999,0.00,1
2024-12-20,1640002.86,8.72,591.15,0.9999,0.00,1
2024-12-23,1649822.82,8.72,594.69,0.9999,0.00,1
2024-12-24,1668158.96,10.0,601.30,0.9999,0.00,1
2024-12-26,1668269.92,9.47,601.34,0.9999,0.00,1
2024-12-27,1650710.50,8.19,595.01,0.9999,0.00,1
2024-12-30,1631875.04,8.19,588.22,0.9999,0.00,1
2024-12-31,1625938.68,7.13,586.08,0.9999,0.00,1
2025-01-02,1621944.12,7.13,584.64,0.9999,0.00,1
2025-01-03,1642222.06,8.19,591.95,0.9999,0.00,1
2025-01-06,1651681.40,9.26,595.36,0.9999,0.00,1
2025-01-07,1633012.38,8.72,588.63,0.9999,0.00,1
2025-01-08,1635398.02,8.72,589.49,0.9999,0.00,1
2025-01-10,1610432.02,7.66,580.49,0.9999,0.00,1
2025-01-13,1612928.62,7.66,581.39,0.9999,0.00,1
2025-01-14,1615147.82,7.66,582.19,0.9999,0.00,1
2025-01-15,1644524.48,9.79,592.78,0.9999,0.00,1
2025-01-16,1641362.12,9.26,591.64,0.9999,0.00,1
2025-01-17,1657839.68,9.26,597.58,0.9999,0.00,1
2025-01-21,1673013.46,9.26,603.05,0.9999,0.00,1
2025-01-22,1682417.32,9.26,606.44,0.9999,0.00,0
2025-01-23,1691599.26,9.79,609.75,0.9999,0.00,0
2025-01-24,1686661.54,10.0,607.97,0.9999,0.00,1
2025-01-27,1662805.14,9.79,599.37,0.9999,0.00,1
2025-01-28,1677091.24,9.79,604.52,0.9999,0.00,1
2025-01-29,1669573.70,9.79,601.81,0.9999,0.00,1
2025-01-30,1678533.72,9.79,605.04,0.9999,0.00,1
2025-01-31,1669601.44,9.26,601.82,0.9999,0.00,1
2025-02-03,1658366.74,9.26,597.77,0.9999,0.00,1
2025-02-04,1669490.48,9.26,601.78,0.9999,0.00,1
2025-02-05,1676259.04,9.26,604.22,0.9999,0.00,1
2025-02-06,1682084.44,9.26,606.32,0.9999,0.00,1
2025-02-07,1666688.74,9.26,600.77,0.9999,0.00,1
2025-02-10,1678006.66,9.26,604.85,0.9999,0.00,1
2025-02-11,1679282.70,7.98,605.31,0.9999,0.00,1
2025-02-12,1673873.40,7.98,603.36,0.9999,0.00,1
2025-02-13,1691543.78,7.98,609.73,0.9999,0.00,1
2025-02-14,1691460.56,8.19,609.70,0.9999,0.00,1
2025-02-18,1696426.02,7.98,611.49,0.9999,0.00,1
2025-02-19,1700420.58,7.98,612.93,0.9999,0.00,1
2025-02-20,1693346.88,7.98,610.38,0.9999,0.00,1
2025-02-21,1664386.32,6.91,599.94,0.9999,0.00,1
2025-02-24,1656813.30,5.85,597.21,0.9999,0.00,1
2025-02-25,1648574.52,5.85,594.24,0.9999,0.00,1
2025-02-26,1649406.72,5.85,594.54,0.9999,0.00,1
2025-02-27,1623081.46,5.53,585.05,0.9999,0.00,1
2025-02-28,1648408.08,6.91,594.18,0.9999,0.00,1
2025-03-03,1619530.74,6.06,583.77,0.9999,0.00,1
2025-03-04,1600362.40,6.06,576.86,0.9999,0.00,1
2025-03-05,1617561.20,6.6,583.06,0.9999,0.00,1
2025-03-06,1588850.30,5.53,572.71,0.9999,0.00,1
2025-03-07,1597754.84,5.53,575.92,0.9999,0.00,1
2025-03-10,1555201.68,5.32,560.58,0.9999,0.00,2
2025-03-11,1542274.84,5.32,555.92,0.9999,0.00,2
2025-03-12,1550458.14,5.53,558.87,0.9999,0.00,1
2025-03-13,1529791.84,5.53,551.42,0.9999,0.00,1
2025-03-14,1561387.70,6.6,562.81,0.9999,0.00,1
2025-03-17,1573426.86,6.6,567.15,0.9999,0.00,1
2025-03-18,1556422.24,6.6,561.02,0.9999,0.00,1
2025-03-19,1573371.38,6.91,567.13,0.9999,0.00,1
2025-03-20,1568822.02,6.91,565.49,0.9999,0.00,1
2025-03-21,1564633.28,6.91,563.98,0.9999,0.00,1
2025-03-24,1592650.68,7.77,574.08,0.9999,0.00,1
2025-03-25,1596478.80,7.77,575.46,0.9999,0.00,1
2025-03-26,1577421.42,6.7,568.59,0.9999,0.00,1
2025-03-27,1573232.68,6.7,567.08,0.9999,0.00,1
2025-03-28,1541553.60,6.38,555.66,0.9999,0.00,1
2025-03-31,1551900.62,6.6,559.39,0.9999,0.00,1
2025-04-01,1556283.54,6.38,560.97,0.9999,0.00,1
2025-04-02,1566131.24,7.23,564.52,0.9999,0.00,1
2025-04-03,1488958.56,5.0,536.70,0.9999,0.00,2
2025-04-04,1401799.48,5.0,505.28,0.9999,0.00,3
2025-04-07,1399302.88,5.53,504.38,0.9999,0.00,3
2025-04-08,1377388.28,5.53,496.48,0.9999,0.00,4
2025-04-09,1522024.64,7.66,548.62,0.9999,0.00,1
2025-04-10,1455337.68,6.6,524.58,0.9999,0.00,2
2025-04-11,1481302.32,8.09,533.94,0.9999,0.00,2
2025-04-14,1495671.64,8.09,539.12,0.9999,0.00,2
2025-04-15,1491482.90,8.09,537.61,0.9999,0.00,2
2025-04-16,1458333.60,7.02,525.66,0.9999,0.00,2
2025-04-17,1460414.10,8.19,526.41,0.9999,0.00,2
2025-04-21,1425655.88,7.02,513.88,0.9999,0.00,2
2025-04-22,1462744.26,7.87,527.25,0.9999,0.00,2
2025-04-23,1485407.84,8.4,535.42,0.9999,0.00,2
2025-04-24,1516670.82,8.19,546.69,0.9999,0.00,2
2025-04-25,1527628.12,9.04,550.64,0.9999,0.00,1
2025-04-28,1528210.66,9.26,550.85,0.9999,0.00,2
2025-04-29,1537836.44,9.47,554.32,0.9999,0.00,1
2025-04-30,1538446.72,9.04,554.54,0.9999,0.00,1
2025-05-01,1549348.54,9.26,558.47,0.9999,0.00,1
2025-05-02,1572345.00,9.26,566.76,0.9999,0.00,1
2025-05-05,1563329.50,8.19,563.51,0.9999,0.00,1
2025-05-06,1550263.96,8.19,558.80,0.9999,0.00,2
2025-05-07,1556782.86,8.62,561.15,0.9999,0.00,2
2025-05-08,1567629.20,8.62,565.06,0.9999,0.00,0
2025-05-09,1565631.92,8.62,564.34,0.9999,0.00,0
2025-05-12,1617367.02,8.94,582.99,0.9999,0.00,0
2025-05-13,1628046.92,8.19,586.84,0.9999,0.00,0
2025-05-14,1630127.42,8.19,587.59,0.9999,0.00,0
2025-05-15,1638088.80,8.19,590.46,0.9999,0.00,0
2025-05-16,1648463.56,8.19,594.20,0.9999,0.00,0
2025-05-19,1650266.66,8.19,594.85,0.9999,0.00,0
2025-05-20,1644718.66,8.19,592.85,0.9999,0.00,0
2025-05-21,1617006.40,7.87,582.86,0.9999,0.00,1
2025-05-22,1617644.42,7.87,583.09,0.9999,0.00,1
2025-05-23,1606603.90,7.87,579.11,0.9999,0.00,1
2025-05-27,1640002.86,8.19,591.15,0.9999,0.00,0
2025-05-28,1630515.78,8.19,587.73,0.9999,0.00,1
2025-05-29,1636951.46,8.19,590.05,0.9999,0.00,0
2025-05-30,1635120.62,8.19,589.39,0.9999,0.00,1
2025-06-02,1644330.30,8.19,592.71,0.9999,0.00,0
2025-06-03,1653706.42,8.19,596.09,0.9999,0.00,0
2025-06-04,1653262.58,8.19,595.93,0.9999,0.00,0
2025-06-05,1645273.46,8.19,593.05,0.9999,0.00,1
2025-06-06,1662167.12,8.19,599.14,0.9999,0.00,0
2025-06-09,1663665.08,8.19,599.68,0.9999,0.00,0
2025-06-10,1673096.68,8.19,603.08,0.9999,0.00,0
2025-06-11,1668325.40,8.19,601.36,0.9999,0.00,1
2025-06-12,1674955.26,8.19,603.75,0.9999,0.00,0
2025-06-13,1656230.76,7.87,597.00,0.9999,0.00,1
2025-06-16,1671987.08,8.19,602.68,0.9999,0.00,1
2025-06-17,1657700.98,7.87,597.53,0.9999,0.00,1
2025-06-18,1657451.32,7.87,597.44,0.9999,0.00,1
2025-06-20,1648685.48,7.87,594.28,0.9999,0.00,1
2025-06-23,1664968.86,8.19,600.15,0.9999,0.00,1
2025-06-24,1683360.48,8.19,606.78,0.9999,0.00,1
2025-06-25,1684303.64,8.19,607.12,0.9999,0.00,1
2025-06-26,1697480.14,8.19,611.87,0.9999,0.00,0
2025-06-27,1705913.10,8.19,614.91,0.9999,0.00,0
2025-06-30,1714068.66,8.19,617.85,0.9999,0.00,0
2025-07-01,1713513.86,8.19,617.65,0.9999,0.00,0
2025-07-02,1721281.06,8.19,620.45,0.9999,0.00,0
2025-07-03,1734845.92,8.19,625.34,0.9999,0.00,0
2025-07-07,1721919.08,8.19,620.68,0.9999,0.00,0
2025-07-08,1720975.92,8.19,620.34,0.9999,0.00,1
2025-07-09,1731295.20,8.19,624.06,0.9999,0.00,0
2025-07-10,1736177.44,8.19,625.82,0.9999,0.00,0
2025-07-11,1730074.64,8.19,623.62,0.9999,0.00,1
2025-07-14,1733375.70,8.19,624.81,0.9999,0.00,1
2025-07-15,1725969.12,8.19,622.14,0.9999,0.00,1
2025-07-16,1731739.04,8.19,624.22,0.9999,0.00,1
2025-07-17,1742335.72,8.19,628.04,0.9999,0.00,1
2025-07-18,1741059.68,8.19,627.58,0.9999,0.00,1
2025-07-21,1744360.74,8.19,628.77,0.9999,0.00,1
2025-07-22,1744610.40,8.19,628.86,0.9999,0.00,1
2025-07-23,1759451.30,8.19,634.21,0.9999,0.00,0
2025-07-24,1760033.84,8.19,634.42,0.9999,0.00,1
2025-07-25,1767468.16,8.4,637.10,0.9999,0.00,0
2025-07-28,1767024.32,8.19,636.94,0.9999,0.00,1
2025-07-29,1762364.00,8.19,635.26,0.9999,0.00,1
2025-07-30,1760144.80,8.19,634.46,0.9999,0.00,1
2025-07-31,1753542.68,8.19,632.08,0.9999,0.00,1
2025-08-01,1724804.04,6.81,621.72,0.9999,0.00,2
2025-08-04,1751018.34,8.19,631.17,0.9999,0.00,1
2025-08-05,1742141.54,7.13,627.97,0.9999,0.00,1
2025-08-06,1755484.48,8.19,632.78,0.9999,0.00,1
2025-08-07,1754014.26,8.19,632.25,0.9999,0.00,1
2025-08-08,1767690.08,8.19,637.18,0.9999,0.00,1
2025-08-11,1764194.84,8.19,635.92,0.9999,0.00,1
2025-08-12,1782974.82,8.4,642.69,0.9999,0.00,1
2025-08-13,1789077.62,8.4,644.89,0.9999,0.00,1
2025-08-14,1789244.06,8.4,644.95,0.9999,0.00,1
2025-08-15,1785055.32,8.19,643.44,0.9999,0.00,1
2025-08-18,1784666.96,8.4,643.30,0.9999,0.00,1
2025-08-19,1774985.70,8.19,639.81,0.9999,0.00,1
2025-08-20,1770269.90,8.19,638.11,0.9999,0.00,1
2025-08-21,1763168.46,8.19,635.55,0.9999,0.00,1
2025-08-22,1790242.70,8.4,645.31,0.9999,0.00,1
2025-08-25,1782364.54,8.4,642.47,0.9999,0.00,1
2025-08-26,1789826.60,8.4,645.16,0.9999,0.00,1
2025-08-27,1793904.38,8.4,646.63,0.9999,0.00,1
2025-08-28,1800256.84,8.4,648.92,0.9999,0.00,1
2025-08-29,1789521.46,8.19,645.05,0.9999,0.00,1
2025-09-02,1776261.74,8.19,640.27,0.9999,0.00,1
2025-09-03,1785887.52,8.19,643.74,0.9999,0.00,1
2025-09-04,1800811.64,8.19,649.12,0.9999,0.00,1
2025-09-05,1795596.52,8.19,647.24,0.9999,0.00,1
2025-09-08,1800007.18,8.19,648.83,0.9999,0.00,1
2025-09-09,1804168.18,8.19,650.33,0.9999,0.00,1
2025-09-10,1809383.30,8.19,652.21,0.9999,0.00,1
2025-09-11,1824418.38,8.4,657.63,0.9999,0.00,1
2025-09-12,1823808.10,8.4,657.41,0.9999,0.00,1
2025-09-15,1833517.10,8.19,660.91,0.9999,0.00,1
2025-09-16,1830992.76,8.19,660.00,0.9999,0.00,1
2025-09-17,1828718.08,8.19,659.18,0.9999,0.00,1
2025-09-18,1837262.00,8.19,662.26,0.9999,0.00,1
2025-09-19,1841256.56,8.19,663.70,0.9999,0.00,1
2025-09-22,1849966.92,8.19,666.84,0.9999,0.00,1
2025-09-23,1839897.30,8.19,663.21,0.9999,0.00,1
2025-09-24,1834044.16,8.19,661.10,0.9999,0.00,1
2025-09-25,1825583.46,8.19,658.05,0.9999,0.00,1
2025-09-26,1836041.44,8.19,661.82,0.9999,0.00,1
2025-09-29,1841201.08,8.19,663.68,0.9999,0.00,1
2025-09-30,1848136.08,8.19,666.18,0.9999,0.00,1
2025-10-01,1854433.06,8.19,668.45,0.9999,0.00,1
2025-10-02,1856569.04,8.19,669.22,0.9999,0.00,1
2025-10-03,1856541.30,8.19,669.21,0.9999,0.00,1
2025-10-06,1863198.90,8.19,671.61,0.9999,0.00,1
2025-10-07,1856291.64,8.19,669.12,0.9999,0.00,1
2025-10-08,1867359.90,8.19,673.11,0.9999,0.00,1
2025-10-09,1861950.60,8.19,671.16,0.9999,0.00,1
2025-10-10,1811630.24,5.74,653.02,0.9999,0.00,1
2025-10-13,1839425.72,8.19,663.04,0.9999,0.00,1
2025-10-14,1837178.78,7.87,662.23,0.9999,0.00,1
2025-10-15,1845334.34,7.87,665.17,0.9999,0.00,1
2025-10-16,1832768.12,6.6,660.64,0.9999,0.00,2
2025-10-17,1843170.62,7.87,664.39,0.9999,0.00,1
2025-10-20,1862338.96,8.19,671.30,0.9999,0.00,1
2025-10-21,1862311.22,8.19,671.29,0.9999,0.00,1
2025-10-22,1852629.96,8.19,667.80,0.9999,0.00,1
2025-10-23,1863615.00,8.19,671.76,0.9999,0.00,1
2025-10-24,1878844.26,8.19,677.25,0.9999,0.00,1
2025-10-27,1901008.52,8.19,685.24,0.9999,0.00,0
2025-10-28,1906057.20,8.19,687.06,0.9999,0.00,0
2025-10-29,1906972.62,8.19,687.39,0.9999,0.00,0
2025-10-30,1886001.18,8.19,679.83,0.9999,0.00,1
2025-10-31,1892187.20,8.19,682.06,0.9999,0.00,1
2025-11-03,1895737.92,8.19,683.34,0.9999,0.00,1
2025-11-04,1873268.52,8.19,675.24,0.9999,0.00,1
2025-11-05,1879759.68,8.19,677.58,0.9999,0.00,1
2025-11-06,1859592.70,8.19,670.31,0.9999,0.00,1
2025-11-07,1861423.54,7.13,670.97,0.9999,0.00,1
2025-11-10,1890467.32,8.19,681.44,0.9999,0.00,1
2025-11-11,1894794.76,8.19,683.00,0.9999,0.00,1
2025-11-12,1895848.88,8.19,683.38,0.9999,0.00,1
2025-11-13,1864391.72,6.81,672.04,0.9999,0.00,1
2025-11-14,1864086.58,7.13,671.93,0.9999,0.00,1
2025-11-17,1846721.34,5.74,665.67,0.9999,0.00,1
2025-11-18,1831214.68,5.74,660.08,0.9999,0.00,1
2025-11-19,1838288.38,6.81,662.63,0.9999,0.00,1
2025-11-20,1810270.98,5.53,652.53,0.9999,0.00,2
2025-11-21,1828301.98,6.81,659.03,0.9999,0.00,1
2025-11-24,1855209.78,7.87,668.73,0.9999,0.00,1
2025-11-25,1872658.24,8.19,675.02,0.9999,0.00,1
2025-11-26,1885585.08,8.19,679.68,0.9999,0.00,1
2025-11-28,1895876.62,8.19,683.39,0.9999,0.00,1
2025-12-01,1887221.74,8.19,680.27,0.9999,0.00,1
2025-12-02,1890716.98,8.19,681.53,0.9999,0.00,1
2025-12-03,1897263.62,8.19,683.89,0.9999,0.00,1
2025-12-04,1898650.62,8.19,684.39,0.9999,0.00,1
2025-12-05,1902256.82,8.19,685.69,0.9999,0.00,1
2025-12-08,1896542.38,8.19,683.63,0.9999,0.00,1
2025-12-09,1894905.72,8.19,683.04,0.9999,0.00,1
2025-12-10,1907471.94,8.19,687.57,0.9999,0.00,1
2025-12-11,1911910.34,8.4,689.17,0.9999,0.00,1
2025-12-12,1891355.00,8.19,681.76,0.9999,0.00,1
2025-12-15,1888497.78,8.19,680.73,0.9999,0.00,1
2025-12-16,1883338.14,8.19,678.87,0.9999,0.00,1
2025-12-17,1862616.36,8.19,671.40,0.9999,0.00,1
2025-12-18,1876680.54,8.19,676.47,0.9999,0.00,1
2025-12-19,1888109.42,8.4,680.59,0.9999,0.00,1
2025-12-22,1899871.18,8.4,684.83,0.9999,0.00,1
2025-12-23,1908553.80,8.4,687.96,0.9999,0.00,1
2025-12-24,1915266.88,8.4,690.38,0.9999,0.00,1
2025-12-26,1915072.70,8.4,690.31,0.9999,0.00,1
2025-12-29,1908248.66,8.4,687.85,0.9999,0.00,1
2025-12-30,1905918.50,8.4,687.01,0.9999,0.00,1
2025-12-31,1891798.84,8.4,681.92,0.9999,0.00,1
2026-01-02,1895266.34,8.4,683.17,0.9999,0.00,1
2026-01-05,1907888.04,8.4,687.72,0.9999,0.00,1
2026-01-06,1919233.70,8.4,691.81,0.9999,0.00,1
2026-01-07,1913047.68,8.19,689.58,0.9999,0.00,1
2026-01-08,1912853.50,8.19,689.51,0.9999,0.00,1
2026-01-09,1925502.94,8.4,694.07,0.9999,0.00,1
2026-01-12,1928526.60,8.19,695.16,0.9999,0.00,1
2026-01-13,1924670.74,8.19,693.77,0.9999,0.00,1
2026-01-14,1915211.40,8.19,690.36,0.9999,0.00,1
2026-01-15,1920426.52,8.19,692.24,0.9999,0.00,1
2026-01-16,1918817.60,8.19,691.66,0.9999,0.00,1
2026-01-20,1879759.68,5.74,677.58,0.9999,0.00,1
2026-01-21,1901452.36,8.19,685.40,0.9999,0.00,1
2026-01-22,1911383.28,8.19,688.98,0.9999,0.00,1
2026-01-23,1912076.78,8.19,689.23,0.9999,0.00,1
2026-01-26,1921785.78,8.19,692.73,0.9999,0.00,1
2026-01-27,1929442.02,8.19,695.49,0.9999,0.00,1
2026-01-28,1929247.84,8.19,695.42,0.9999,0.00,1
2026-01-29,1925419.72,8.19,694.04,0.9999,0.00,1
2026-01-30,1919677.54,8.19,691.97,0.9999,0.00,1
2026-02-02,1929220.10,8.19,695.41,0.9999,0.00,1
2026-02-03,1912908.98,8.19,689.53,0.9999,0.00,1
2026-02-04,1903643.82,8.19,686.19,0.9999,0.00,1
2026-02-05,1879870.64,5.74,677.62,0.9999,0.00,1
2026-02-06,1915932.64,8.19,690.62,0.9999,0.00,1
2026-02-09,1925170.06,8.19,693.95,0.9999,0.00,1
2026-02-10,1920093.64,8.19,692.12,0.9999,0.00,1
2026-02-11,1919649.80,8.19,691.96,0.9999,0.00,1
2026-02-12,1889995.74,6.81,681.27,0.9999,0.00,1
2026-02-13,1891327.26,6.81,681.75,0.9999,0.00,1
2026-02-17,1894378.66,6.81,682.85,0.9999,0.00,1
2026-02-18,1903921.22,8.19,686.29,0.9999,0.00,1
2026-02-19,1898900.28,6.81,684.48,0.9999,0.00,1
2026-02-20,1912631.58,8.19,689.43,0.9999,0.00,1
2026-02-23,1893102.62,6.81,682.39,0.9999,0.00,1
2026-02-24,1906861.66,8.19,687.35,0.9999,0.00,1
2026-02-25,1922950.86,8.19,693.15,0.9999,0.00,1
2026-02-26,1912270.96,8.19,689.30,0.9999,0.00,1
2026-02-27,1903089.02,8.19,685.99,0.9999,0.00,1
2026-03-02,1904170.88,7.87,686.38,0.9999,0.00,1
2026-03-03,1887388.18,6.81,680.33,0.9999,0.00,1
2026-03-04,1900703.38,7.87,685.13,0.9999,0.00,1
2026-03-05,1890106.70,6.81,681.31,0.9999,0.00,1
2026-03-06,1865334.88,5.53,672.38,0.9999,0.00,2
2026-03-09,1881673.74,6.6,678.27,0.9999,0.00,1
2026-03-10,1878650.08,6.81,677.18,0.9999,0.00,1
2026-03-11,1876292.18,6.81,676.33,0.9999,0.00,1
2026-03-12,1847803.20,5.53,666.06,0.9999,0.00,1
2026-03-13,1837345.22,5.53,662.29,0.9999,0.00,1
2026-03-16,1856041.98,6.81,669.03,0.9999,0.00,1
2026-03-17,1860924.22,6.81,670.79,0.9999,0.00,1
2026-03-18,1834959.58,5.53,661.43,0.9999,0.00,1
2026-03-19,1830437.96,5.74,659.80,0.9999,0.00,1
2026-03-20,1799285.94,5.53,648.57,0.9999,0.00,1
2026-03-23,1818176.88,6.6,655.38,0.9999,0.00,2
2026-03-24,1812074.08,6.6,653.18,0.9999,0.00,2
2026-03-25,1822171.44,6.6,656.82,0.9999,0.00,1
2026-03-26,1789632.42,5.53,645.09,0.9999,0.00,2
2026-03-27,1759118.42,5.21,634.09,0.9999,0.00,2
2026-03-30,1753237.54,5.21,631.97,0.9999,0.00,2
2026-03-31,1804195.92,6.6,650.34,0.9999,0.00,1
2026-04-01,1817788.52,7.87,655.24,0.9999,0.00,1
2026-04-02,1819425.18,7.87,655.83,0.9999,0.00,1
2026-04-06,1828024.58,7.87,658.93,0.9999,0.00,1
2026-04-07,1828829.04,7.66,659.22,0.9999,0.00,1
2026-04-08,1875404.50,7.66,676.01,0.9999,0.00,0
2026-04-09,1886223.10,7.98,679.91,0.9999,0.00,0
2026-04-10,1884974.80,7.98,679.46,0.9999,0.00,0
2026-04-13,1903394.16,7.98,686.10,0.9999,0.00,0
2026-04-14,1926584.80,8.19,694.46,0.9999,0.00,0
2026-04-15,1941786.32,8.19,699.94,0.9999,0.00,1
2026-04-16,1946557.60,8.19,701.66,0.9999,0.00,1
2026-04-17,1970081.12,8.19,710.14,0.9999,0.00,1
2026-04-20,1966142.04,8.19,708.72,0.9999,0.00,1
2026-04-21,1953270.68,8.19,704.08,0.9999,0.00,0
2026-04-22,1973049.30,8.19,711.21,0.9999,0.00,1
2026-04-23,1965393.06,8.19,708.45,0.9999,0.00,1
2026-04-24,1980622.32,8.19,713.94,0.9999,0.00,0
2026-04-27,1984034.34,8.19,715.17,0.9999,0.00,0
2026-04-28,1974380.82,8.19,711.69,0.9999,0.00,0
2026-04-29,1974075.68,8.19,711.58,0.9999,0.00,0
2026-04-30,1993715.60,8.19,718.66,0.9999,0.00,0
2026-05-01,1999235.86,8.19,720.65,0.9999,0.00,0
2026-05-04,1991912.50,8.19,718.01,0.9999,0.00,0
2026-05-05,2007890.74,8.19,723.77,0.9999,0.00,0
2026-05-06,2035797.18,8.19,733.83,0.9999,0.00,0
2026-05-07,2029555.68,8.19,731.58,0.9999,0.00,0
2026-05-08,2046310.64,8.19,737.62,0.9999,0.00,0
2026-05-11,2050970.96,8.19,739.30,0.9999,0.00,0
2026-05-12,2047864.08,8.19,738.18,0.9999,0.00,0
2026-05-13,2059320.70,8.19,742.31,0.9999,0.00,0
