date,value,regime,price,position_pct,drawdown,danger
2023-02-27,1103455.78,7.34,397.73,0.9999,0.00,1
2023-02-28,1099378.00,7.34,396.26,0.9999,0.00,1
2023-03-01,1095161.52,7.34,394.74,0.9999,0.00,1
2023-03-02,1103677.70,8.72,397.81,0.9999,0.00,1
2023-03-03,1121375.82,9.79,404.19,0.9999,0.00,1
2023-03-06,1122152.54,9.79,404.47,0.9999,0.00,1
2023-03-07,1104953.74,8.72,398.27,0.9999,0.00,1
2023-03-08,1106756.84,8.72,398.92,0.9999,0.00,1
2023-03-09,1086340.20,7.34,391.56,0.9999,0.00,1
2023-03-10,1070667.10,7.34,385.91,0.9999,0.00,1
2023-03-13,1069141.40,7.13,385.36,0.9999,0.00,2
2023-03-14,1086811.78,8.4,391.73,0.9999,0.00,1
2023-03-15,1080015.48,8.19,389.28,0.9999,0.00,2
2023-03-16,1098961.90,9.04,396.11,0.9999,0.00,1
2023-03-17,1081985.02,7.98,389.99,0.9999,0.00,2
2023-03-20,1092387.52,9.04,393.74,0.9999,0.00,1
2023-03-21,1106729.10,9.04,398.91,0.9999,0.00,1
2023-03-22,1087865.90,7.98,392.11,0.9999,0.00,1
2023-03-23,1090806.34,8.19,393.17,0.9999,0.00,1
2023-03-24,1097963.26,9.47,395.75,0.9999,0.00,1
2023-03-27,1100016.02,9.04,396.49,0.9999,0.00,1
2023-03-28,1097547.16,8.83,395.60,0.9999,0.00,1
2023-03-29,1113497.66,9.36,401.35,0.9999,0.00,1
2023-03-30,1120016.56,9.79,403.70,0.9999,0.00,1
2023-03-31,1135800.62,9.79,409.39,0.9999,0.00,1
2023-04-03,1140128.06,9.26,410.95,0.9999,0.00,1
2023-04-04,1133803.34,9.79,408.67,0.9999,0.00,1
2023-04-05,1130835.16,9.79,407.60,0.9999,0.00,2
2023-04-06,1135245.82,9.26,409.19,0.9999,0.00,2
2023-04-10,1136410.90,9.26,409.61,0.9999,0.00,2
2023-04-11,1136716.04,9.79,409.72,0.9999,0.00,2
2023-04-12,1132083.46,9.79,408.05,0.9999,0.00,1
2023-04-13,1147118.54,9.26,413.47,0.9999,0.00,0
2023-04-14,1144316.80,9.26,412.46,0.9999,0.00,1
2023-04-17,1148422.32,9.26,413.94,0.9999,0.00,1
2023-04-18,1149171.30,9.26,414.21,0.9999,0.00,1
2023-04-19,1148977.12,9.26,414.14,0.9999,0.00,1
2023-04-20,1142707.88,9.26,411.88,0.9999,0.00,1
2023-04-21,1143595.56,9.26,412.20,0.9999,0.00,1
2023-04-24,1144788.38,7.98,412.63,0.9999,0.00,1
2023-04-25,1126618.68,7.98,406.08,0.9999,0.00,1
2023-04-26,1121847.40,6.91,404.36,0.9999,0.00,1
2023-04-27,1144178.10,7.98,412.41,0.9999,0.00,1
2023-04-28,1153942.58,7.98,415.93,0.9999,0.00,1
2023-05-01,1152777.50,7.98,415.51,0.9999,0.00,1
2023-05-02,1139822.92,7.98,410.84,0.9999,0.00,1
2023-05-03,1132000.24,6.91,408.02,0.9999,0.00,1
2023-05-04,1123983.38,5.53,405.13,0.9999,0.00,1
2023-05-05,1144788.38,9.79,412.63,0.9999,0.00,1
2023-05-08,1145093.52,9.26,412.74,0.9999,0.00,1
2023-05-09,1140072.58,9.79,410.93,0.9999,0.00,1
2023-05-10,1145398.66,9.79,412.85,0.9999,0.00,1
2023-05-11,1143401.38,9.79,412.13,0.9999,0.00,1
2023-05-12,1141903.42,9.79,411.59,0.9999,0.00,1
2023-05-15,1145842.50,9.79,413.01,0.9999,0.00,1
2023-05-16,1138186.26,9.79,410.25,0.9999,0.00,1
2023-05-17,1152000.78,9.79,415.23,0.9999,0.00,1
2023-05-18,1163096.78,9.79,419.23,0.9999,0.00,1
2023-05-19,1161404.64,9.79,418.62,0.9999,0.00,1
2023-05-22,1161876.22,9.79,418.79,0.9999,0.00,1
2023-05-23,1148838.42,9.79,414.09,0.9999,0.00,1
2023-05-24,1140516.42,8.4,411.09,0.9999,0.00,1
2023-05-25,1150391.86,9.79,414.65,0.9999,0.00,1
2023-05-26,1165288.24,9.79,420.02,0.9999,0.00,1
2023-05-30,1165732.08,9.79,420.18,0.9999,0.00,1
2023-05-31,1159268.66,9.79,417.85,0.9999,0.00,1
2023-06-01,1170281.44,9.79,421.82,0.9999,0.00,1
2023-06-02,1187202.84,10.0,427.92,0.9999,0.00,0
2023-06-05,1184928.16,10.0,427.10,0.9999,0.00,0
2023-06-06,1187507.98,10.0,428.03,0.9999,0.00,0
2023-06-07,1183402.46,10.0,426.55,0.9999,0.00,1
2023-06-08,1190559.38,10.0,429.13,0.9999,0.00,0
2023-06-09,1192695.36,10.0,429.90,0.9999,0.00,0
2023-06-12,1203513.96,9.79,433.80,0.9999,0.00,0
2023-06-13,1211447.60,10.0,436.66,0.9999,0.00,0
2023-06-14,1212890.08,10.0,437.18,0.9999,0.00,0
2023-06-15,1227925.16,10.0,442.60,0.9999,0.00,0
2023-06-16,1219214.80,10.0,439.46,0.9999,0.00,0
2023-06-20,1212890.08,10.0,437.18,0.9999,0.00,1
2023-06-21,1206676.32,10.0,434.94,0.9999,0.00,1
2023-06-22,1211031.50,10.0,436.51,0.9999,0.00,1
2023-06-23,1201877.30,10.0,433.21,0.9999,0.00,1
2023-06-26,1196967.32,10.0,431.44,0.9999,0.00,1
2023-06-27,1210088.34,10.0,436.17,0.9999,0.00,1
2023-06-28,1210698.62,10.0,436.39,0.9999,0.00,1
2023-06-29,1215469.90,10.0,438.11,0.9999,0.00,1
2023-06-30,1229811.48,10.0,443.28,0.9999,0.00,0
2023-07-03,1231226.22,10.0,443.79,0.9999,0.00,0
2023-07-05,1229395.38,10.0,443.13,0.9999,0.00,1
2023-07-06,1219769.60,9.79,439.66,0.9999,0.00,1
2023-07-07,1216690.46,10.0,438.55,0.9999,0.00,1
2023-07-10,1219769.60,9.79,439.66,0.9999,0.00,1
2023-07-11,1227536.80,10.0,442.46,0.9999,0.00,1
2023-07-12,1237412.24,10.0,446.02,0.9999,0.00,1
2023-07-13,1247232.20,10.0,449.56,0.9999,0.00,0
2023-07-14,1246455.48,10.0,449.28,0.9999,0.00,0
2023-07-17,1250782.92,9.47,450.84,0.9999,0.00,0
2023-07-18,1260075.82,9.47,454.19,0.9999,0.00,0
2023-07-19,1262877.56,9.47,455.20,0.9999,0.00,0
2023-07-20,1254500.08,10.0,452.18,0.9999,0.00,1
2023-07-21,1254500.08,10.0,452.18,0.9999,0.00,1
2023-07-24,1260103.56,9.47,454.20,0.9999,0.00,1
2023-07-25,1263543.32,9.47,455.44,0.9999,0.00,1
2023-07-26,1263737.50,9.47,455.51,0.9999,0.00,1
2023-07-27,1255360.02,9.47,452.49,0.9999,0.00,1
2023-07-28,1267648.84,9.47,456.92,0.9999,0.00,1
2023-07-31,1270062.22,9.47,457.79,0.9999,0.00,1
2023-08-01,1266428.28,9.47,456.48,0.9999,0.00,1
2023-08-02,1248813.38,9.26,450.13,0.9999,0.00,1
2023-08-03,1245234.92,7.98,448.84,0.9999,0.00,1
2023-08-04,1239603.70,6.91,446.81,0.9999,0.00,1
2023-08-07,1250422.30,7.98,450.71,0.9999,0.00,1
2023-08-08,1244985.26,6.91,448.75,0.9999,0.00,1
2023-08-09,1236663.26,5.85,445.75,0.9999,0.00,1
2023-08-10,1237107.10,5.85,445.91,0.9999,0.00,1
2023-08-11,1236385.86,6.06,445.65,0.9999,0.00,1
2023-08-14,1243209.90,7.13,448.11,0.9999,0.00,1
2023-08-15,1228729.62,5.85,442.89,0.9999,0.00,1
2023-08-16,1219714.12,5.85,439.64,0.9999,0.00,1
2023-08-17,1210421.22,6.38,436.29,0.9999,0.00,1
2023-08-18,1211003.76,6.38,436.50,0.9999,0.00,1
2023-08-21,1218881.92,8.72,439.34,0.9999,0.00,1
2023-08-22,1215580.86,8.72,438.15,0.9999,0.00,1
2023-08-23,1229117.98,8.72,443.03,0.9999,0.00,1
2023-08-24,1212085.62,7.66,436.89,0.9999,0.00,1
2023-08-25,1220629.54,8.72,439.97,0.9999,0.00,1
2023-08-28,1228369.00,8.72,442.76,0.9999,0.00,1
2023-08-29,1246122.60,10.0,449.16,0.9999,0.00,1
2023-08-30,1251254.50,10.0,451.01,0.9999,0.00,1
2023-08-31,1249423.66,10.0,450.35,0.9999,0.00,1
2023-09-01,1251753.82,10.0,451.19,0.9999,0.00,1
2023-09-05,1246344.52,10.0,449.24,0.9999,0.00,1
2023-09-06,1237967.04,8.19,446.22,0.9999,0.00,1
2023-09-07,1234166.66,8.72,444.85,0.9999,0.00,1
2023-09-08,1236025.24,8.19,445.52,0.9999,0.00,1
2023-09-11,1244153.06,8.72,448.45,0.9999,0.00,1
2023-09-12,1237329.02,8.19,445.99,0.9999,0.00,1
2023-09-13,1238771.50,8.72,446.51,0.9999,0.00,1
2023-09-14,1249451.40,9.47,450.36,0.9999,0.00,1
2023-09-15,1230061.14,9.47,443.37,0.9999,0.00,1
2023-09-18,1230782.38,9.47,443.63,0.9999,0.00,1
2023-09-19,1228230.30,8.94,442.71,0.9999,0.00,1
2023-09-20,1216940.12,8.72,438.64,0.9999,0.00,1
2023-09-21,1196828.62,7.66,431.39,0.9999,0.00,1
2023-09-22,1194137.84,7.66,430.42,0.9999,0.00,1
2023-09-25,1199158.78,7.66,432.23,0.9999,0.00,1
2023-09-26,1181543.88,7.66,425.88,0.9999,0.00,1
2023-09-27,1182015.46,7.66,426.05,0.9999,0.00,1
2023-09-28,1188867.24,8.72,428.52,0.9999,0.00,1
2023-09-29,1185982.28,7.66,427.48,0.9999,0.00,1
2023-10-02,1185510.70,7.66,427.31,0.9999,0.00,1
2023-10-03,1169643.42,7.66,421.59,0.9999,0.00,1
2023-10-04,1178159.60,8.72,424.66,0.9999,0.00,1
2023-10-05,1177715.76,8.72,424.50,0.9999,0.00,1
2023-10-06,1191696.72,8.72,429.54,0.9999,0.00,1
2023-10-09,1199325.22,8.72,432.29,0.9999,0.00,1
2023-10-10,1205566.72,9.79,434.54,0.9999,0.00,1
2023-10-11,1210504.44,9.57,436.32,0.9999,0.00,1
2023-10-12,1203125.60,9.57,433.66,0.9999,0.00,1
2023-10-13,1197133.76,9.57,431.50,0.9999,0.00,1
2023-10-16,1209727.72,9.79,436.04,0.9999,0.00,1
2023-10-17,1209672.24,9.79,436.02,0.9999,0.00,1
2023-10-18,1193555.30,9.57,430.21,0.9999,0.00,1
2023-10-19,1183069.58,8.19,426.43,0.9999,0.00,1
2023-10-20,1168533.82,7.34,421.19,0.9999,0.00,1
2023-10-23,1166508.80,6.81,420.46,0.9999,0.00,1
2023-10-24,1175302.38,8.51,423.63,0.9999,0.00,1
2023-10-25,1158436.46,7.34,417.55,0.9999,0.00,1
2023-10-26,1144566.46,7.34,412.55,0.9999,0.00,1
2023-10-27,1139379.08,7.34,410.68,0.9999,0.00,1
2023-10-30,1152999.42,8.72,415.59,0.9999,0.00,1
2023-10-31,1160239.56,8.19,418.20,0.9999,0.00,1
2023-11-01,1172611.60,9.79,422.66,0.9999,0.00,1
2023-11-02,1195081.00,9.04,430.76,0.9999,0.00,1
2023-11-03,1205982.82,9.04,434.69,0.9999,0.00,0
2023-11-06,1208756.82,9.79,435.69,0.9999,0.00,0
2023-11-07,1212196.58,9.79,436.93,0.9999,0.00,0
2023-11-08,1213084.26,9.79,437.25,0.9999,0.00,0
2023-11-09,1203624.92,9.79,433.84,0.9999,0.00,1
2023-11-10,1222404.90,10.0,440.61,0.9999,0.00,0
2023-11-13,1221239.82,10.0,440.19,0.9999,0.00,0
2023-11-14,1244929.78,10.0,448.73,0.9999,0.00,0
2023-11-15,1247565.08,10.0,449.68,0.9999,0.00,0
2023-11-16,1249090.78,10.0,450.23,0.9999,0.00,0
2023-11-17,1250644.22,10.0,450.79,0.9999,0.00,0
2023-11-20,1260270.00,10.0,454.26,0.9999,0.00,0
2023-11-21,1257523.74,10.0,453.27,0.9999,0.00,0
2023-11-22,1262378.24,10.0,455.02,0.9999,0.00,0
2023-11-24,1263154.96,10.0,455.30,0.9999,0.00,0
2023-11-27,1260880.28,10.0,454.48,0.9999,0.00,0
2023-11-28,1262128.58,10.0,454.93,0.9999,0.00,0
2023-11-29,1261240.90,10.0,454.61,0.9999,0.00,1
2023-11-30,1266206.36,10.0,456.40,0.9999,0.00,0
2023-12-01,1273696.16,10.0,459.10,0.9999,0.00,0
2023-12-04,1267010.82,10.0,456.69,0.9999,0.00,1
2023-12-05,1266761.16,10.0,456.60,0.9999,0.00,1
2023-12-06,1261657.00,10.0,454.76,0.9999,0.00,1
2023-12-07,1271282.78,10.0,458.23,0.9999,0.00,1
2023-12-08,1276747.56,10.0,460.20,0.9999,0.00,1
2023-12-11,1281713.02,10.0,461.99,0.9999,0.00,0
2023-12-12,1287566.16,10.0,464.10,0.9999,0.00,0
2023-12-13,1305319.76,10.0,470.50,0.9999,0.00,0
2023-12-14,1309508.50,10.0,472.01,0.9999,0.00,0
2023-12-15,1302074.18,10.0,469.33,0.9999,0.00,1
2023-12-18,1309397.54,10.0,471.97,0.9999,0.00,0
2023-12-19,1317358.92,10.0,474.84,0.9999,0.00,0
2023-12-20,1299106.00,10.0,468.26,0.9999,0.00,1
2023-12-21,1311422.56,10.0,472.70,0.9999,0.00,0
2023-12-22,1314057.86,10.0,473.65,0.9999,0.00,0
2023-12-26,1319605.86,10.0,475.65,0.9999,0.00,0
2023-12-27,1321991.50,10.0,476.51,0.9999,0.00,0
2023-12-28,1322490.82,10.0,476.69,0.9999,0.00,0
2023-12-29,1318662.70,9.47,475.31,0.9999,0.00,1
2024-01-02,1311283.86,9.47,472.65,0.9999,0.00,1
2024-01-03,1300576.22,9.47,468.79,0.9999,0.00,1
2024-01-04,1296387.48,9.47,467.28,0.9999,0.00,1
2024-01-05,1298162.84,9.47,467.92,0.9999,0.00,1
2024-01-08,1316693.16,9.47,474.60,0.9999,0.00,1
2024-01-09,1314695.88,9.47,473.88,0.9999,0.00,1
2024-01-10,1322130.20,9.47,476.56,0.9999,0.00,1
2024-01-11,1321547.66,9.47,476.35,0.9999,0.00,1
2024-01-12,1322463.08,9.47,476.68,0.9999,0.00,1
2024-01-16,1317608.58,9.47,474.93,0.9999,0.00,1
2024-01-17,1310285.22,10.0,472.29,0.9999,0.00,1
2024-01-18,1321936.02,10.0,476.49,0.9999,0.00,1
2024-01-19,1338413.58,10.0,482.43,0.9999,0.00,2
2024-01-22,1341243.06,10.0,483.45,0.9999,0.00,2
2024-01-23,1345154.40,9.47,484.86,0.9999,0.00,1
2024-01-24,1346624.62,9.47,485.39,0.9999,0.00,2
2024-01-25,1353947.98,9.47,488.03,0.9999,0.00,1
2024-01-26,1352228.10,10.0,487.41,0.9999,0.00,2
2024-01-29,1362935.74,10.0,491.27,0.9999,0.00,1
2024-01-30,1361881.62,10.0,490.89,0.9999,0.00,1
2024-01-31,1339661.88,9.47,482.88,0.9999,0.00,1
2024-02-01,1357193.56,9.47,489.20,0.9999,0.00,1
2024-02-02,1371479.66,10.0,494.35,0.9999,0.00,0
2024-02-05,1366486.46,10.0,492.55,0.9999,0.00,1
2024-02-06,1370453.28,10.0,493.98,0.9999,0.00,1
2024-02-07,1381882.16,10.0,498.10,0.9999,0.00,0
2024-02-08,1382492.44,10.0,498.32,0.9999,0.00,0
2024-02-09,1390481.56,10.0,501.20,0.9999,0.00,0
2024-02-12,1389871.28,10.0,500.98,0.9999,0.00,0
2024-02-13,1370730.68,9.79,494.08,0.9999,0.00,1
2024-02-14,1383185.94,10.0,498.57,0.9999,0.00,1
2024-02-15,1392728.50,10.0,502.01,0.9999,0.00,0
2024-02-16,1385793.50,10.0,499.51,0.9999,0.00,1
2024-02-20,1378165.00,9.26,496.76,0.9999,0.00,1
2024-02-21,1379413.30,9.79,497.21,0.9999,0.00,1
2024-02-22,1407957.76,9.47,507.50,0.9999,0.00,0
2024-02-23,1408928.66,9.47,507.85,0.9999,0.00,0
2024-02-26,1403769.02,9.47,505.99,0.9999,0.00,1
2024-02-27,1406376.58,9.47,506.93,0.9999,0.00,1
2024-02-28,1404518.00,9.47,506.26,0.9999,0.00,1
2024-02-29,1409566.68,8.19,508.08,0.9999,0.00,1
2024-03-01,1422798.66,8.19,512.85,0.9999,0.00,0
2024-03-04,1421272.96,8.19,512.30,0.9999,0.00,0
2024-03-05,1407070.08,8.19,507.18,0.9999,0.00,1
2024-03-06,1414199.26,8.19,509.75,0.9999,0.00,1
2024-03-07,1428235.70,8.19,514.81,0.9999,0.00,0
2024-03-08,1419664.04,8.19,511.72,0.9999,0.00,1
2024-03-11,1418443.48,7.98,511.28,0.9999,0.00,1
2024-03-12,1433700.48,8.19,516.78,0.9999,0.00,0
2024-03-13,1431453.54,8.19,515.97,0.9999,0.00,1
2024-03-14,1428624.06,8.19,514.95,0.9999,0.00,1
2024-03-15,1414421.18,8.19,509.83,0.9999,0.00,1
2024-03-18,1422826.40,8.19,512.86,0.9999,0.00,1
2024-03-19,1430732.30,8.19,515.71,0.9999,0.00,1
2024-03-20,1443964.28,8.19,520.48,0.9999,0.00,1
2024-03-21,1448735.56,8.19,522.20,0.9999,0.00,0
2024-03-22,1445989.30,8.19,521.21,0.9999,0.00,1
2024-03-25,1441994.74,8.19,519.77,0.9999,0.00,1
2024-03-26,1439331.70,8.19,518.81,0.9999,0.00,1
2024-03-27,1451426.34,8.19,523.17,0.9999,0.00,1
2024-03-28,1451148.94,8.19,523.07,0.9999,0.00,1
2024-04-01,1448624.60,8.19,522.16,0.9999,0.00,1
2024-04-02,1439414.92,8.19,518.84,0.9999,0.00,1
2024-04-03,1440996.10,8.19,519.41,0.9999,0.00,1
2024-04-04,1423408.94,6.91,513.07,0.9999,0.00,1
2024-04-05,1438277.58,7.98,518.43,0.9999,0.00,1
2024-04-08,1439082.04,7.98,518.72,0.9999,0.00,1
2024-04-09,1440746.44,8.19,519.32,0.9999,0.00,1
2024-04-10,1426321.64,6.91,514.12,0.9999,0.00,1
2024-04-11,1437084.76,8.19,518.00,0.9999,0.00,1
2024-04-12,1417250.66,6.91,510.85,0.9999,0.00,1
2024-04-15,1399497.06,5.85,504.45,0.9999,0.00,1
2024-04-16,1396944.98,5.85,503.53,0.9999,0.00,1
2024-04-17,1388678.46,5.85,500.55,0.9999,0.00,1
2024-04-18,1385821.24,5.85,499.52,0.9999,0.00,1
2024-04-19,1373726.60,5.85,495.16,0.9999,0.00,1
2024-04-22,1386376.04,6.91,499.72,0.9999,0.00,1
2024-04-23,1402825.86,7.45,505.65,0.9999,0.00,1
2024-04-24,1402160.10,7.45,505.41,0.9999,0.00,1
2024-04-25,1396834.02,7.45,503.49,0.9999,0.00,1
2024-04-26,1410066.00,7.98,508.26,0.9999,0.00,1
2024-04-29,1415059.20,8.72,510.06,0.9999,0.00,1
2024-04-30,1392645.28,7.45,501.98,0.9999,0.00,1
2024-05-01,1388123.66,7.45,500.35,0.9999,0.00,1
2024-05-02,1401105.98,7.66,505.03,0.9999,0.00,1
2024-05-03,1418471.22,8.72,511.29,0.9999,0.00,1
2024-05-06,1433117.94,8.72,516.57,0.9999,0.00,1
2024-05-07,1434699.12,8.72,517.14,0.9999,0.00,1
2024-05-08,1434837.82,7.87,517.19,0.9999,0.00,1
2024-05-09,1443104.34,9.15,520.17,0.9999,0.00,1
2024-05-10,1444962.92,9.15,520.84,0.9999,0.00,1
2024-05-13,1445157.10,9.15,520.91,0.9999,0.00,1
2024-05-14,1451786.96,9.15,523.30,0.9999,0.00,1
2024-05-15,1469762.48,9.15,529.78,0.9999,0.00,0
2024-05-16,1466738.82,10.0,528.69,0.9999,0.00,0
2024-05-17,1468847.06,10.0,529.45,0.9999,0.00,0
2024-05-20,1470539.20,10.0,530.06,0.9999,0.00,0
2024-05-21,1474145.40,10.0,531.36,0.9999,0.00,0
2024-05-22,1469901.18,10.0,529.83,0.9999,0.00,1
2024-05-23,1459165.80,10.0,525.96,0.9999,0.00,1
2024-05-24,1468819.32,10.0,529.44,0.9999,0.00,1
2024-05-28,1469845.70,10.0,529.81,0.9999,0.00,1
2024-05-29,1459554.16,10.0,526.10,0.9999,0.00,1
2024-05-30,1449872.90,10.0,522.61,0.9999,0.00,1
2024-05-31,1463077.14,10.0,527.37,0.9999,0.00,1
2024-06-03,1464269.96,10.0,527.80,0.9999,0.00,1
2024-06-04,1465906.62,10.0,528.39,0.9999,0.00,1
2024-06-05,1483327.34,10.0,534.67,0.9999,0.00,1
2024-06-06,1483299.60,10.0,534.66,0.9999,0.00,1
2024-06-07,1481496.50,10.0,534.01,0.9999,0.00,1
2024-06-10,1486073.60,10.0,535.66,0.9999,0.00,1
2024-06-11,1489652.06,10.0,536.95,0.9999,0.00,1
2024-06-12,1501885.40,10.0,541.36,0.9999,0.00,0
2024-06-13,1504909.06,10.0,542.45,0.9999,0.00,0
2024-06-14,1505824.48,10.0,542.78,0.9999,0.00,1
2024-06-17,1517808.16,10.0,547.10,0.9999,0.00,0
2024-06-18,1521664.02,10.0,548.49,0.9999,0.00,0
2024-06-20,1517530.76,10.0,547.00,0.9999,0.00,0
2024-06-21,1510623.50,10.0,544.51,0.9999,0.00,1
2024-06-24,1505713.52,10.0,542.74,0.9999,0.00,1
2024-06-25,1511511.18,10.0,544.83,0.9999,0.00,1
2024-06-26,1513397.50,10.0,545.51,0.9999,0.00,1
2024-06-27,1515783.14,10.0,546.37,0.9999,0.00,1
2024-06-28,1509819.04,10.0,544.22,0.9999,0.00,1
2024-07-01,1512925.92,10.0,545.34,0.9999,0.00,1
2024-07-02,1523106.50,10.0,549.01,0.9999,0.00,1
2024-07-03,1529902.80,10.0,551.46,0.9999,0.00,1
2024-07-05,1538724.12,10.0,554.64,0.9999,0.00,0
2024-07-08,1540499.48,10.0,555.28,0.9999,0.00,1
2024-07-09,1541997.44,10.0,555.82,0.9999,0.00,1
2024-07-10,1557254.44,10.0,561.32,0.9999,0.00,0
2024-07-11,1543828.28,10.0,556.48,0.9999,0.00,1
2024-07-12,1553565.02,10.0,559.99,0.9999,0.00,1
2024-07-15,1557836.98,10.0,561.53,0.9999,0.00,0
2024-07-16,1567074.40,10.0,564.86,0.9999,0.00,0
2024-07-17,1545104.32,10.0,556.94,0.9999,0.00,1
2024-07-18,1533231.60,9.79,552.66,0.9999,0.00,1
2024-07-19,1523051.02,8.72,548.99,0.9999,0.00,1
2024-07-22,1538751.86,10.0,554.65,0.9999,0.00,1
2024-07-23,1536338.48,10.0,553.78,0.9999,0.00,1
2024-07-24,1501524.78,7.66,541.23,0.9999,0.00,1
2024-07-25,1493702.10,7.66,538.41,0.9999,0.00,1
2024-07-26,1510429.32,8.72,544.44,0.9999,0.00,1
2024-07-29,1511317.00,8.72,544.76,0.9999,0.00,1
2024-07-30,1503660.76,8.72,542.00,0.9999,0.00,1
2024-07-31,1528099.70,9.79,550.81,0.9999,0.00,1
2024-08-01,1506462.50,8.72,543.01,0.9999,0.00,1
2024-08-02,1478417.36,7.34,532.90,0.9999,0.00,1
2024-08-05,1435364.88,6.81,517.38,0.9999,0.00,2
2024-08-06,1448596.86,7.13,522.15,0.9999,0.00,1
2024-08-07,1438915.60,7.13,518.66,0.9999,0.00,1
2024-08-08,1472175.86,8.4,530.65,0.9999,0.00,1
2024-08-09,1478667.02,8.4,532.99,0.9999,0.00,1
2024-08-12,1479443.74,8.4,533.27,0.9999,0.00,1
2024-08-13,1503771.72,9.79,542.04,0.9999,0.00,1
2024-08-14,1508515.26,9.79,543.75,0.9999,0.00,1
2024-08-15,1534368.94,9.79,553.07,0.9999,0.00,0
2024-08-16,1537808.70,10.0,554.31,0.9999,0.00,0
2024-08-19,1552510.90,9.47,559.61,0.9999,0.00,0
2024-08-20,1549986.56,9.79,558.70,0.9999,0.00,0
2024-08-21,1555312.64,9.79,560.62,0.9999,0.00,0
2024-08-22,1543107.04,9.79,556.22,0.9999,0.00,1
2024-08-23,1559501.38,9.79,562.13,0.9999,0.00,1
2024-08-26,1555784.22,9.79,560.79,0.9999,0.00,1
2024-08-27,1557920.20,9.79,561.56,0.9999,0.00,2
2024-08-28,1548876.96,9.79,558.30,0.9999,0.00,1
2024-08-29,1549015.66,9.79,558.35,0.9999,0.00,1
2024-08-30,1563801.08,9.79,563.68,0.9999,0.00,1
2024-09-03,1531622.68,9.47,552.08,0.9999,0.00,1
2024-09-04,1528488.06,9.47,550.95,0.9999,0.00,1
2024-09-05,1524770.90,9.79,549.61,0.9999,0.00,1
2024-09-06,1499111.40,8.4,540.36,0.9999,0.00,1
2024-09-09,1515894.10,8.72,546.41,0.9999,0.00,1
2024-09-10,1522496.22,8.72,548.79,0.9999,0.00,1
2024-09-11,1538113.84,9.79,554.42,0.9999,0.00,1
2024-09-12,1551068.42,9.79,559.09,0.9999,0.00,1
2024-09-13,1559168.50,9.79,562.01,0.9999,0.00,1
2024-09-16,1561470.92,9.79,562.84,0.9999,0.00,1
2024-09-17,1562108.94,9.79,563.07,0.9999,0.00,1
2024-09-18,1557476.36,9.79,561.40,0.9999,0.00,1
2024-09-19,1584051.28,9.79,570.98,0.9999,0.00,0
2024-09-20,1576478.26,9.79,568.25,0.9999,0.00,1
2024-09-23,1580417.34,9.79,569.67,0.9999,0.00,1
2024-09-24,1584938.96,9.79,571.30,0.9999,0.00,1
2024-09-25,1581443.72,9.79,570.04,0.9999,0.00,1
2024-09-26,1587712.96,9.79,572.30,0.9999,0.00,1
2024-09-27,1585410.54,9.79,571.47,0.9999,0.00,1
2024-09-30,1591763.00,9.79,573.76,0.9999,0.00,1
2024-10-01,1577504.64,9.79,568.62,0.9999,0.00,1
2024-10-02,1578170.40,9.79,568.86,0.9999,0.00,1
2024-10-03,1575285.44,9.47,567.82,0.9999,0.00,1
2024-10-04,1589599.28,9.79,572.98,0.9999,0.00,1
2024-10-07,1575229.96,9.47,567.80,0.9999,0.00,1
2024-10-08,1590126.34,8.94,573.17,0.9999,0.00,1
2024-10-09,1601139.12,9.47,577.14,0.9999,0.00,1
2024-10-10,1598337.38,9.47,576.13,0.9999,0.00,1
2024-10-11,1607907.68,9.47,579.58,0.9999,0.00,1
2024-10-14,1621056.44,9.79,584.32,0.9999,0.00,0
2024-10-15,1608462.48,9.47,579.78,0.9999,0.00,1
2024-10-16,1615452.96,9.79,582.30,0.9999,0.00,1
2024-10-17,1615591.66,9.79,582.35,0.9999,0.00,1
2024-10-18,1621805.42,9.79,584.59,0.9999,0.00,1
2024-10-21,1619142.38,9.79,583.63,0.9999,0.00,1
2024-10-22,1618282.44,9.79,583.32,0.9999,0.00,1
2024-10-23,1603497.02,9.79,577.99,0.9999,0.00,1
2024-10-24,1606964.52,9.79,579.24,0.9999,0.00,1
2024-10-25,1606409.72,9.47,579.04,0.9999,0.00,1
2024-10-28,1611375.18,9.79,580.83,0.9999,0.00,1
2024-10-29,1613982.74,9.79,581.77,0.9999,0.00,1
2024-10-30,1609100.50,9.47,580.01,0.9999,0.00,1
2024-10-31,1577560.12,7.34,568.64,0.9999,0.00,1
2024-11-01,1584217.72,8.4,571.04,0.9999,0.00,1
2024-11-04,1580805.70,8.4,569.81,0.9999,0.00,1
2024-11-05,1599918.56,9.47,576.70,0.9999,0.00,1
2024-11-06,1639697.72,9.79,591.04,0.9999,0.00,0
2024-11-07,1652374.90,9.79,595.61,0.9999,0.00,0
2024-11-08,1659531.82,10.0,598.19,0.9999,0.00,0
2024-11-11,1661113.00,10.0,598.76,0.9999,0.00,0
2024-11-12,1655953.36,9.47,596.90,0.9999,0.00,0
2024-11-13,1656757.82,9.47,597.19,0.9999,0.00,0
2024-11-14,1646105.66,9.47,593.35,0.9999,0.00,1
2024-11-15,1625023.26,9.26,585.75,0.9999,0.00,1
2024-11-18,1631680.86,9.26,588.15,0.9999,0.00,1
