date,SPY_买入持有,SSO_买入持有,UPRO_买入持有,策略C1_SSO,策略C2_UPRO
2021-03-01,1199187.367254594,1274540.2564733573,1191390.4113759152,137.8461738565101,396.6583819787244
2021-03-02,1189829.7780650724,1254649.0794125276,1163500.1691875372,135.69487056309777,217.2605026155396
2021-03-03,1174069.6278511405,1221411.6225563567,1117265.9823020385,100.40675670170435,217.2605026155396
2021-03-04,1159540.739372672,1191182.1492279207,1075788.119816073,131.282761540422,217.2605026155396
2021-03-05,1180872.3489395757,1235009.5572138482,1135160.6576737214,66.43276237238445,217.2605026155396
2021-03-08,1174993.074152738,1222711.935785501,1118205.5953259636,66.10200988657455,217.2605026155396
2021-03-09,1191769.015298427,1257626.4283456553,1166101.0723341883,67.04578006859758,217.2605026155396
2021-03-10,1199187.367254594,1273283.0117189174,1187876.8058697823,67.46311697477657,0.0
2021-03-11,1211346.0768922954,1299102.9608759056,1224008.8972234372,127.08732992239909,221.6661650485771
2021-03-12,1212977.4986917845,1302602.1836506077,1228954.3248822826,68.33069286687481,222.26323804161834
2021-03-15,1220211.1613876321,1318138.4732084365,1250941.1491994432,68.33069286687481,224.9141978416377
2021-03-16,1218672.0842183027,1314813.2834473096,1246207.6366144957,68.33069286687481,224.34682013209044
2021-03-17,1222827.5925754916,1323779.9573512462,1258955.8393077552,68.33069286687481,225.87680526597595
2021-03-18,1205035.8604980453,1285258.846977737,1204003.6813920417,68.33069286687481,219.3039414768337
2021-03-19,1198879.5518207285,1272126.540377372,1185550.57500512,68.33069286687481,217.06317370860202
2021-03-22,1208452.6118139564,1292442.4155985566,1213950.459119317,0.0,220.52967504491576
2021-03-23,1198941.1149075015,1272097.2867659347,1185286.1509198316,67.25505751722942,217.0581821597746
2021-03-24,1192846.3693169574,1259164.0255192257,1167210.1567312207,50.85373916436572,214.85137753499225
2021-03-25,1199556.7457752333,1273330.920521455,1186908.6353259315,63.06708032395598,217.26867730288185
2021-03-26,1218887.555022009,1314370.2747984617,1244289.5916757921,34.55171920298085,224.27122948898452
2021-03-29,1218271.924154277,1313042.5609999883,1242404.2091943393,34.55171920298085,224.04468145172098
2021-03-30,1215039.8620986857,1306075.5859681529,1232515.9549648128,34.55171920298085,222.85590528554636
2021-03-31,1219964.9090405393,1316663.6889121851,1247503.6087631835,34.55171920298085,224.66255513965856
2021-04-01,1233139.4096099979,1345101.2060748741,1287919.2884657532,34.55171920298085,399.5083507083112
2021-04-05,1250838.7970572845,1383713.981267358,1343376.2359359467,34.55171920298085,239.3976105183723
2021-04-06,1250100.0400160064,1382079.5125425614,1340996.0043927978,0.0,239.3976105183723
2021-04-07,1251546.772555176,1385278.4555687355,1345651.7819122341,34.631692156912685,239.3976105183723
2021-04-08,1257487.6104287868,1398429.7254929717,1364814.3875278956,34.96047134903665,239.3976105183723
2021-04-09,1266629.7288146028,1418763.3017424291,1394581.586668387,35.46880680339208,239.3976105183723
2021-04-12,1267091.4519654014,1419797.6622141846,1396106.6825735143,35.494665614155444,239.3976105183723
2021-04-13,1270846.800258565,1428213.5263085456,1408519.8359556424,35.705060580870395,0.0
2021-04-14,1266506.6026410563,1418458.252985409,1394088.699720375,35.46118064375356,237.76242846716409
2021-04-15,1280112.0448179273,1448933.817346549,1439016.6767729744,36.22306382978049,242.87075236472086
2021-04-16,1284390.6793486625,1458619.6230363636,1453445.9444338856,36.46520708956549,408.9409847151417
2021-04-19,1278080.4629544124,1444287.2152943104,1432023.5877299875,36.106899681553166,240.89068603748456
2021-04-20,1268722.8737648907,1423138.2394291111,1400569.4919228118,35.57817939527913,240.89068603748456
2021-04-21,1280727.6756856588,1450070.0352113054,1440326.5413332414,36.25146905557264,240.89068603748456
2021-04-22,1269030.6891987564,1423582.8280884514,1400862.6949343209,35.58929402535573,240.89068603748456
2021-04-23,1282790.03909256,1454452.9629105604,1446428.874232037,36.36104139622114,240.89068603748456
2021-04-26,1285468.033367193,1460525.689683763,1455487.7103450708,36.51285838530169,240.89068603748456
2021-04-27,1285190.9994767138,1459896.1678233114,1454546.684790622,36.49712046113954,0.0
2021-04-28,1284821.6209560747,1459056.9862744573,1453292.524974267,36.476141085515195,240.68298186289778
2021-04-29,1293009.5114969064,1477653.4960180614,1481077.082591169,36.94105021482748,245.28444375859968
2021-04-30,1284513.805522209,1458235.6811868001,1451882.8764209675,36.455608617946446,113.31699114020635
2021-05-03,1287284.1444270015,1464525.6985032058,1461276.7986983135,36.612857828376114,240.86439304129158
2021-05-04,1279342.5062332626,1446455.5105446298,1434231.6470437828,36.16110664139759,338.90167243829165
2021-05-05,1279742.6662972881,1447360.37179467,1435577.4685690873,36.183727996786565,191.70505483567746
2021-05-06,1289962.1387016345,1470476.3618577288,1469969.1741299971,36.761623255713,191.70505483567746
2021-05-07,1299350.509434543,1491880.6757130087,1502064.5709450624,37.29672694211348,191.70505483567746
2021-05-10,1286483.8242989504,1462334.2849971915,1457442.449937645,36.55807291663241,191.70505483567746
2021-05-11,1275002.308615754,1436232.4192602937,1418420.6261954755,35.905531346172346,191.70505483567746
2021-05-12,1247914.550435559,1375206.1509930354,1328016.4724291244,26.66163170998275,191.70505483567746
2021-05-13,1262905.1620648259,1408245.5627260266,1375874.9876660185,34.58638121810586,0.0
2021-05-14,1282297.5343983746,1451493.8177965833,1439256.1840852634,17.663566658704337,197.5924578066474
2021-05-17,1279034.6907993967,1444107.0808103413,1428269.4956571318,31.209358383163107,196.58689822493417
2021-05-18,1268014.898266999,1419223.063919212,1391352.8264634525,17.315027319478855,193.1994266440463
2021-05-19,1264690.491581248,1411781.3932437121,1380409.5260853842,17.315027319478855,192.18638891634052
2021-05-20,1278295.9337581187,1442157.0626110744,1424960.5417985034,17.315027319478855,196.32144143549655
2021-05-21,1277249.3612829747,1439795.6033484673,1421460.5905544406,17.315027319478855,195.9999750027858
2021-05-24,1290269.9541355004,1469150.861468504,1464932.7428996854,17.315027319478855,199.9961185139526
2021-05-25,1287407.270600548,1462631.7389112327,1455182.134906055,17.315027319478855,199.10866764572265
2021-05-26,1289962.1387016345,1468436.9433072554,1463845.5901372998,0.0,199.89893253739226
2021-05-27,1290639.3326561395,1469978.71975285,1466151.0238106498,13.602034589401134,200.10881520691396
2021-05-28,1292947.9484101334,1475237.5336516532,1474018.7044220974,15.21858099121167,200.8246997326846
2021-06-01,1291809.0313048298,1472638.5531381252,1470123.45453659,8.666810260719108,200.47089943318406
2021-06-02,1293840.6131683441,1477270.485108822,1477059.4862757716,8.666810260719108,201.1014462610531
2021-06-03,1289038.6924000368,1466305.091457311,1460613.7450824934,8.666810260719108,199.60872265737387
2021-06-04,1300828.0235170992,1493126.2510450638,1500689.3281734458,8.666810260719108,203.25989828016327
2021-06-07,1299565.980238249,1490229.0349403382,1496321.4912741238,8.666810260719108,202.86549904545018
2021-06-08,1299843.0141287283,1490864.39159561,1497278.4225198755,8.666810260719108,202.9519904114896
2021-06-09,1297903.7768953736,1486415.9471194083,1490577.0485060401,0.0,202.34642181264883
2021-06-10,1303936.9593991444,1500234.8739846004,1511363.4662582413,8.747383950324277,204.22759808089407
2021-06-11,1306091.6674362053,1505193.040278074,1518855.884471084,8.776293413109514,204.90255532296402
2021-06-14,1309015.914057931,1511933.0812305107,1529057.7163174762,8.815592410269394,205.8200799043164
2021-06-15,1306614.9536737772,1506386.790474927,1520644.0516036944,8.783253784111231,205.0650610343293
2021-06-16,1299319.7278911564,1489565.5659487983,1495173.4070340982,8.685174668636563,202.77518073536888
2021-06-17,1298888.7862837443,1488577.4861628048,1493685.7075459214,8.67941349522864,202.64067302267335
2021-06-18,1277187.7981962017,1438837.119418971,1418819.1229200088,6.557499397638514,195.86949618635867
2021-06-21,1295472.0349678334,1480033.9404415712,1479754.620776064,7.448352387848161,201.47763658618018
2021-06-22,1302397.882229815,1495859.0431645364,1503487.7949675731,4.300241524054005,203.63191440929907
2021-06-23,1300828.0235170992,1492252.944929969,1498051.0614318487,4.300241524054005,203.14101475507798
2021-06-24,1308523.4093637455,1509908.5642500117,1524637.3912016996,4.300241524054005,205.54448156476897
2021-06-25,1313171.42241512,1520635.2729398143,1540884.40927308,4.300241524054005,207.00471288522442
2021-06-28,1315818.6351463664,1526766.148140716,1550203.1823349514,4.300241524054005,207.8393114791688
2021-06-29,1316526.6106442576,1528409.0995247771,1552705.4402613812,4.300241524054005,208.0629671351924
2021-06-30,1317634.7462061748,1530982.058495219,1556626.2302438046,0.0,208.41322511119745
2021-07-01,1324929.9719887956,1547934.950513318,1582481.5133747524,4.347859018853837,210.721029360665
2021-07-02,1335057.0997629822,1571598.291763644,1618768.6972072201,4.414324907253946,213.9423298582911
2021-07-06,1332625.3578354418,1565873.1112301508,1609923.170571646,4.398243948678226,213.16295864834893
2021-07-07,1337334.9339735894,1576940.8859751772,1626991.859165469,4.429331252590996,214.6696194329191
2021-07-08,1326438.2676147383,1551242.9126917815,1587221.4463671974,4.357150464328914,211.1713436294273
2021-07-09,1340597.7775725673,1584361.437700517,1638051.4286373805,4.450174190941339,215.67978222914584
2021-07-12,1345399.6983408749,1595711.5655606051,1655653.5609987488,4.482054571809581,217.22487986083885
2021-07-13,1340813.2483762736,1584832.045872286,1638721.2570322792,4.451496041050927,215.7438463155261
2021-07-14,1342814.0486964018,1589561.910331144,1646057.2988404315,4.464781343407194,216.38772473378683
2021-07-15,1338227.5987318004,1578703.450554904,1629190.7205215779,4.434281965992573,214.9095580830746
2021-07-16,1327731.0924369746,1553938.0508245197,1590854.6168506502,4.364720601971712,211.53823390567015
2021-07-19,1308123.24929972,1508041.1463697874,1520373.7161041026,4.23580480360124,205.2902691911567
2021-07-20,1326869.2092221505,1551262.882404764,1585736.5129914642,4.357206555508111,211.17406211477083
2021-07-21,1337611.9678640687,1576381.9259698947,1624252.4070457038,4.42776123874814,214.59352797465368
2021-07-22,1340413.088312248,1582984.1929248255,1634456.547124486,4.4463057686170195,215.49229732435765
2021-07-23,1354203.2197494383,1615555.5849438552,1684902.2734675563,4.537792701255629,219.92625448236592
2021-07-26,1357527.6264351895,1623487.5758141528,1697310.9732130556,4.560072176262931,221.00603970235483
2021-07-27,1351340.5362144858,1608689.1085002604,1674103.8960544805,4.5185060564756725,218.99151818495548
2021-07-28,1350786.4684335273,1607369.9401918845,1672044.6807658323,4.514800760057979,218.81193925384548
2021-07-29,1356388.7093298857,1620702.7264241353,1692848.5546053182,4.552250056520417,220.62693699530348
2021-07-30,1349801.4590451566,1604960.9638708723,1668184.7903466863,4.508034397285406,218.48400430418832
2021-08-02,1346969.5570535907,1598226.5035996754,1657685.1665721838,4.489118561179033,217.56723942329683
2021-08-03,1357927.786499215,1624231.148828382,1698143.3067924608,4.562160733430672,221.10726260639944
2021-08-04,1351248.191584326,1608252.0868632565,1673084.0005990604,4.517278544644344,218.93202624753795
2021-08-05,1359805.4606457967,1628621.765670855,1704870.2336051106,4.57449315284568,221.7049591053818
2021-08-06,1362052.5133130176,1634004.2986704013,1713322.0305346546,4.589611678749236,222.43768556385217
2021-08-09,1360944.3777511003,1631345.5197261476,1709140.2687027997,4.582143667249089,222.0757448790774
2021-08-10,1362637.3626373627,1635404.2356506465,1715518.667461897,4.593543839221074,222.6282595678951
2021-08-11,1366023.3324098869,1643531.7528604397,1728307.1638986545,4.616372511052387,223.73466186989506
2021-08-12,1370117.277680303,1653383.018042757,1743846.2724298087,4.644042867714245,225.0757187011491
2021-08-13,1372610.5826946164,1659400.5878327622,1753366.4953904347,4.66094509288487,225.8948929823287
2021-08-16,1375842.644750208,1667215.3107302526,1765752.3593581421,4.682895184145766,357.15563553144165
2021-08-17,1366823.6525379384,1645357.2850889806,1731027.515993357,4.621500088772264,222.4954012662793
2021-08-18,1351863.8224520579,1609340.5460315426,1674189.4356781081,4.520335822348369,222.4954012662793
2021-08-19,1353956.9674023455,1614324.1589979865,1681966.0795343479,4.53433385668143,222.4954012662793
2021-08-20,1364730.5075876506,1640014.7630833453,1722116.6816239008,4.606493946248043,222.4954012662793
2021-08-23,1376735.3095084187,1668867.422664837,1767562.2905534382,4.68753565677839,222.4954012662793
2021-08-24,1378920.7990888664,1674165.8883004496,1775980.006599762,4.702418053220337,222.4954012662793
2021-08-25,1381814.2641672054,1681191.8763576965,1787159.915117322,4.722152736212624,0.0
2021-08-26,1373657.15516976,1661343.0938741341,1755510.093716188,4.666401228110939,219.86853702464668
2021-08-27,1385938.9909810077,1691051.1517083913,1802598.0151561168,4.749845591935447,223.8002156995373
2021-08-30,1392033.7365715518,1705924.1390726673,1826379.0972439072,4.7916210245707935,225.7685640708203
2021-08-31,1389971.3731646505,1700869.3254902924,1818261.497824452,4.777423001058588,225.09959059304373
2021-09-01,1390710.1302059286,1702677.3183954116,1821160.6657720867,4.782501314107814,225.33886733032048
2021-09-02,1394988.764736664,1713154.173076995,1837969.5191945517,4.811928834367265,226.72541458835127
2021-09-03,1394650.1677594115,1712322.5264870941,1836631.1623434862,4.809592895040358,226.61535127890167
2021-09-07,1389663.5577307846,1700077.6139201785,1816930.3866548897,4.775199231713946,224.99481243776182
2021-09-08,1387970.5728445225,1695935.308122739,1810289.8534116775,4.763564271463015,224.4466037510974
2021-09-09,1382029.7349709114,1681417.310541506,1787044.4646395198,4.722785938563219,222.52523609351778
2021-09-10,1371133.0686120603,1654902.9122194562,1744774.403134616,4.648311965457451,219.01621860600807
2021-09-13,1374642.164558131,1663373.589841269,1758170.4350552342,4.672104510539264,220.13726067322628
2021-09-14,1367223.812601964,1645420.567531638,1729706.1683047097,3.7013581042892607,217.7612886269077
2021-09-15,1378643.765198387,1672907.837295658,1773049.09928436,3.840538839913091,221.3990596641494
2021-09-16,1376458.2756179397,1667603.8962200133,1764616.9420514503,2.3227528730388713,220.6971156954009
2021-09-17,1358697.3250838798,1624568.4757705666,1696308.4256775642,2.3227528730388713,215.00164257527894
2021-09-20,1336042.109151353,1570391.656642015,1611454.5742073322,2.3227528730388713,207.83167388767563
2021-09-21,1334780.0658725027,1567424.8306387744,1606887.969455984,2.3227528730388713,207.43903271960838
2021-09-22,1347800.6587250286,1598004.850626331,1653912.8716361758,2.3227528730388713,211.48611022072203
2021-09-23,1364176.4398066918,1636836.37579571,1714198.0071391067,2.3227528730388713,216.62522366508435
2021-09-24,1366423.4924739127,1642228.7245223257,1722668.8172741183,0.0,217.33886784250888
2021-09-27,1362514.2364638164,1632832.0879061494,1707883.4594452463,2.3161076157823115,216.09528079936953
2021-09-28,1335057.0997629822,1567023.0230944615,1604632.597853988,2.269433840405531,207.38585596324825
2021-09-29,1337304.1524302028,1572297.9783967712,1612734.9343597982,2.2732535552065456,208.0839638432315
2021-09-30,1320959.152891926,1533863.6256966363,1553600.7014115844,2.245469054393686,202.9974137315613
2021-10-01,1336657.7400190847,1570321.2129224963,1608990.7623045265,2.2721547331405003,207.82235109480385
2021-10-04,1319420.0757225966,1529819.1919554458,1546741.6723848593,2.2428528113792923,202.46215780938147
2021-10-05,1333148.644073014,1561654.7350504503,1595023.222348721,2.266189699067683,206.67539606913255
2021-10-06,1338689.321882599,1574635.4717075306,1614910.3740473655,2.2756081739194993,208.39331670143193
2021-10-07,1350263.1821959554,1601863.0153893905,1656796.2995917536,2.2952823213877394,211.99671458967012
2021-10-08,1347800.6587250286,1596020.2651394857,1647731.622805586,2.2910963325647096,211.22346254174352
2021-10-11,1338042.9094714809,1572910.6673662604,1611944.0931548271,2.2745093518534545,208.16504945876113
2021-10-12,1334749.2843291163,1565167.1516926456,1600040.5744655845,2.268910591802652,207.14024280150716
2021-10-13,1339551.2050974236,1576428.905101808,1617309.5885528012,2.27707327000756,208.6306665770265
2021-10-14,1362083.2948564042,1629461.9469941063,1698922.0674457178,2.3153750677382816,215.64926338452605
2021-10-15,1372456.6749776835,1654281.3221867399,1737738.117393461,3.871110806029085,218.93395498952427
2021-10-18,1376519.8387047127,1664076.3357345746,1753171.860289099,2.346822308771292,220.23026476854585
2021-10-19,1387139.4711730846,1689752.5063031665,1793748.1897105805,2.346822308771292,223.62834797009995
2021-10-20,1392587.8043525103,1703026.3476672564,1814884.3580209024,2.346822308771292,225.38505920703892
2021-10-21,1396220.0264721273,1711910.1967875115,1829085.3938675765,2.346822308771292,226.5607819800294
2021-10-22,1394773.2939329578,1708362.5092613755,1823399.619478033,2.346822308771292,226.09126736317012
2021-10-25,1402253.208975898,1726685.7829968322,1852735.2992670394,2.346822308771292,228.51623990771677
2021-10-26,1403515.252254748,1729793.8553095472,1857737.745580503,0.0,355.2685804977286
2021-10-27,1397297.3804906579,1714467.1442483782,1833047.2228631203,2.3260284625404033,225.88498028928916
2021-10-28,1410779.696493982,1747552.4246458223,1886107.628441878,2.3709154725678383,225.88498028928916
2021-10-29,1413642.3800289347,1754644.5164372372,1897589.2139789544,2.380537358540469,225.88498028928916
2021-11-01,1416074.121956475,1760681.1812950945,1907381.8899443988,2.3887273400897215,225.88498028928916
2021-11-02,1421799.4890263798,1774918.4954295564,1930517.2497954764,2.408043194591795,225.88498028928916
2021-11-03,1430479.884261397,1796591.0226307318,1965875.9333487786,2.4374464498797317,225.88498028928916
2021-11-04,1437221.0422630592,1813523.9471425295,1993668.5931914828,2.4604194560995487,0.0
2021-11-05,1442207.6522916858,1826108.422927459,2014420.406951972,2.477492894316254,228.23618502725984
2021-11-08,1443438.9140271493,1829226.4446941377,2019579.7446429254,2.4817231342484956,228.82074401394738
2021-11-09,1438667.7748022287,1817133.8040472358,1999553.203767764,2.4653169718870127,226.55171354103064
2021-11-10,1427093.9144888725,1787896.6817774868,1951294.9125732323,2.4256507824296327,221.08399278117182
2021-11-11,1427555.6376396713,1789053.5969332897,1953188.8833049908,2.427220376568645,116.9273592106376
2021-11-12,1438329.1778249762,1816057.0149606154,1997410.1207172903,2.463856085294911,222.6346666375498
2021-11-15,1438821.6825191616,1817300.703288108,1999461.9469803595,2.465543405147019,282.54831594182974
2021-11-16,1444516.2680456797,1831685.7718591576,2023202.4296317522,2.4850597190315438,179.84846088338094
2021-11-17,1441007.1720996092,1822786.5143586486,2008457.8159483636,2.4729860398647525,179.84846088338094
2021-11-18,1445901.4374980761,1835168.4110469478,2028922.514077286,2.4897846377345556,179.84846088338094
2021-11-19,1443315.787853603,1828604.8895972664,2018037.7829860745,2.4808798665013065,179.84846088338094
2021-11-22,1439252.6241265738,1818309.261819884,2000994.4900588957,2.4669117229120565,179.84846088338094
2021-11-23,1441161.079816542,1823131.434937613,2008954.4741286812,2.473453995804695,179.84846088338094
2021-11-24,1445008.7727398651,1832866.4326679022,2025045.333134603,2.486661529048702,0.0
2021-11-26,1412780.4968141103,1751108.970372261,1889550.5437818472,2.3757406607411875,171.82607938436513
2021-11-29,1430110.505740758,1794069.2662660922,1959085.608567074,2.434025167005095,176.0415219053751
2021-11-30,1402283.9905192847,1724252.7093696413,1844728.3082994474,1.888756334180809,169.19083159962995
2021-12-01,1386708.5295656724,1685949.43994559,1783258.9612979863,2.326313028665547,165.43235584278506
2021-12-02,1407947.7945024164,1737594.5060304932,1865197.8303298797,1.1743765085221964,170.49998405728098
2021-12-03,1395696.7402345554,1707355.651050164,1816508.5822010243,1.1641578410453308,167.532822113477
2021-12-06,1412226.4290331518,1747797.18360779,1881049.081648024,1.1779453396259258,171.5011131229136
2021-12-07,1441438.113707021,1820103.010990418,1997776.7072600017,1.2023109562981507,178.59606097939022
2021-12-08,1445255.0250869577,1829742.2342484184,2013646.975798072,1.904363560056874,179.54190156884292
2021-12-09,1435497.2758334104,1805034.9464542144,1972861.103545901,1.1892166839031724,177.11751995369033
2021-12-10,1449010.3733801213,1839018.4498955526,2028575.8687087607,1.1892166839031724,180.45212234501318
2021-12-13,1436174.4697879152,1806436.9529500438,1974666.1008591056,1.1892166839031724,177.2550906494755
2021-12-14,1426293.5943608214,1781580.392867014,1933909.0128524338,1.1892166839031724,174.81606181785406
2021-12-15,1448579.4317727091,1837254.780144108,2024560.9978298917,1.1892166839031724,180.279063749662
2021-12-16,1435805.091267276,1804851.0090535935,1971000.044954876,1.1892166839031724,177.09947125258972
2021-12-17,1415550.835718903,1753930.568965384,1887588.01603986,0.5946083419515862,172.1029463481325
2021-12-20,1400498.6610028627,1716629.9384296208,1827373.3549501938,0.5882856098922146,168.44285368002033
2021-12-21,1425370.1480592238,1777601.2774006142,1924730.4478421726,0.5987329872009514,174.42561449471356
2021-12-22,1439622.0026472127,1813148.6963716538,1982464.8794936377,0.6047195412776162,177.91367476815768
2021-12-23,1448579.4317727091,1835711.7732235924,2019469.9862908318,0.9603193029143661,180.12765750704605
2021-12-27,1469079.939668175,1887670.2960016164,2105209.489746188,0.6257048053519723,185.2260433931358
2021-12-28,1467879.4594760982,1884585.2211349164,2100048.5814299597,0.6257048053519723,184.92332304396209
2021-12-29,1469757.1336226799,1889406.6482949068,2108107.5679546245,0.6257048053519723,185.39642148612376
2021-12-30,1465693.9698956506,1878960.0671784233,2090623.8912161218,0.6257048053519723,276.1746733931056
2021-12-31,1462000.1846892603,1869489.5023236927,2074817.7630063216,0.6257048053519723,182.9774229025398
2022-01-03,1470465.1091205713,1891138.0459121638,2110857.1064137705,0.6257048053519723,182.9774229025398
2022-01-04,1469972.604426386,1889871.2435117709,2108736.1304846955,0.0,182.9774229025398
2022-01-05,1441745.9291408872,1817291.9563041362,1987259.1522632865,0.601675015528592,182.9774229025398
2022-01-06,1440391.5412318774,1813877.5984717188,1981658.6097956586,0.48933795776137784,182.9774229025398
2022-01-07,1434696.955705359,1799535.274425163,1958155.1578907862,0.5993574526856562,182.9774229025398
2022-01-10,1432911.626188937,1795056.6095356927,1950845.0032538495,0.2987129833085659,0.0
2022-01-11,1445963.0005848494,1827756.4012670468,2004151.5883785277,0.4769366924975758,186.3106457037976
2022-01-12,1449872.2565949457,1837639.3203925781,2020406.655013381,0.30306363963567395,187.31805185619282
2022-01-13,1429895.0349370516,1786999.0962435065,1936891.4803432808,0.30306363963567395,182.15608779289744
2022-01-14,1430479.884261397,1788460.917130366,1939268.136627689,0.30306363963567395,182.30509714291
2022-01-18,1405146.674054237,1725115.1031004856,1836237.2141510625,0.30306363963567395,175.8480006138768
2022-01-19,1390556.2224889956,1689289.36501774,1779037.0713544446,0.30306363963567395,172.19613738397132
2022-01-20,1375165.4507957029,1651895.0237887916,1719965.55819381,0.30306363963567395,168.38438005394426
2022-01-21,1348170.0372456675,1587039.4250932003,1618673.350390611,0.0,161.77338503179277
2022-01-24,1353895.4043155722,1600519.0055794017,1639295.7470643846,0.30435068098396006,161.77338503179277
2022-01-25,1337365.715516976,1561437.5802430918,1579253.3350845578,0.3006348680590695,161.77338503179277
2022-01-26,1334010.5272878383,1553602.8990799964,1567367.2246379757,0.29988063415066524,161.77338503179277
2022-01-27,1327423.277003109,1538259.7350944357,1544148.5768411793,0.2983998446424221,161.77338503179277
2022-01-28,1360390.3099701419,1614666.1990720876,1659197.0272954663,0.30581071176077923,161.77338503179277
2022-01-31,1384892.418505864,1672829.9865802398,1748848.8544519683,0.15565934758263628,32.35467700635854
2022-02-01,1394250.0076953857,1695436.29966154,1784299.2813209014,0.1567111233081174,162.64785519782
2022-02-02,1407793.8867854835,1728375.5632381418,1836297.8474174603,0.1582334302792085,214.31425086362188
2022-02-03,1374703.7276449043,1647124.716819381,1706811.4462384656,0.1545141575657473,125.37428350755819
2022-02-04,1381167.851756087,1662614.9179179955,1730888.7236932395,0.1552407131655862,125.37428350755819
2022-02-07,1376735.3095084187,1651943.3534793868,1714224.0495538262,0.15474250361141093,125.37428350755819
2022-02-08,1388062.9174746822,1679127.3249537153,1756537.3203740967,0.1560157058054144,125.37428350755819
2022-02-09,1408378.7361098286,1728279.053985048,1833663.8537120288,0.15829916626205107,125.37428350755819
2022-02-10,1383076.3074460553,1666179.7672614516,1734835.006764136,0.15545522005696724,125.37428350755819
2022-02-11,1355803.8600055405,1600470.0159130294,1632209.006408508,0.15238984738336103,25.074856701511635
2022-02-14,1351371.3177578724,1590005.1527113095,1616200.417869969,0.15214074260627342,125.04637365285922
2022-02-15,1373164.650475575,1641288.6317382152,1694392.9760120993,0.0771705840686071,169.9776610742817
2022-02-16,1374703.7276449043,1644967.8261604034,1700090.3296637877,0.07725707878287365,101.81145558049178
2022-02-17,1345338.1352541016,1574690.2038515352,1591141.4151206224,0.07560675963466805,101.81145558049178
2022-02-18,1336626.958475698,1554297.702698834,1560233.0944910198,0.07536197959329374,101.81145558049178
2022-02-22,1322282.7592575492,1520937.3761687619,1510001.5152335193,0.07495891422481166,101.81145558049178
2022-02-23,1298827.223196971,1466978.5670973372,1429645.2644752301,0.07429982450210063,101.81145558049178
2022-02-24,1318373.503247453,1511132.2056851704,1494190.215981933,0.07484906593769317,101.81145558049178
2022-02-25,1347462.061747776,1577815.3686257482,1593093.5375394572,0.07566644098751196,20.362291116098348
2022-02-28,1344014.5288884784,1569741.5675390055,1580865.5665831293,0.07556956690753344,101.60306479990898
2022-03-01,1323544.8025363993,1521926.339890267,1508634.4600321976,0.07499437705766095,80.00345342410026
2022-03-02,1347893.0033551883,1577921.67617815,1591893.9040448584,0.07567855024750927,80.44498139046007
2022-03-03,1341182.6268969125,1562210.564921586,1568118.5583359967,0.07548999177040822,80.32329605965546
2022-03-04,1330285.9605380613,1536825.6740546227,1529897.2205435934,0.07518380048190468,80.1256969444957
2022-03-07,1291070.2742635517,1446217.0751816982,1394597.056790496,0.03627847800481492,79.4145634057569
2022-03-08,1281281.7434666175,1424287.4549872542,1362876.731773732,0.03627847800481492,79.23705911586762
2022-03-09,1315633.9458860469,1500660.0579790035,1472496.2224158577,0.03627847800481492,79.85999869925264
2022-03-10,1309693.1080124357,1487107.3853138837,1452548.740775775,0.03627847800481492,79.75226810821921
2022-03-11,1293040.293040293,1449290.0921177375,1397141.045789428,0.03627847800481492,79.4502875395711
2022-03-14,1283590.3592206114,1428106.38186563,1366508.8439380212,0.03627847800481492,79.27892333518113
2022-03-15,1311817.0345061102,1490915.6649433651,1456659.1036424215,0.03627847800481492,79.79078318998764
2022-03-16,1340905.5930064335,1557035.5374529967,1553560.071773127,0.03627847800481492,24.31585495646766
2022-03-17,1357681.5341521224,1595995.3817168917,1611869.3945165519,0.0,24.55922561807686
2022-03-18,1368301.1666204943,1620962.7749511779,1649692.9786035367,0.03656224418505074,33.51210264496243
2022-03-21,1367901.0065564688,1620014.6729051792,1648245.6190659334,0.06172648308403779,19.838504610367426
2022-03-22,1383907.409117493,1657927.6605921523,1706106.128207518,0.0374069626404194,19.838504610367426
2022-03-23,1366084.8954966601,1615224.7483617715,1640190.3750836398,0.0374069626404194,19.838504610367426
2022-03-24,1386677.748022286,1663921.6999910646,1714364.824898711,0.0374069626404194,19.838504610367426
2022-03-25,1393449.6875673346,1680173.4602520263,1739481.4930696613,0.0374069626404194,19.838504610367426
2022-03-28,1403361.3445378153,1704075.7268892908,1776600.473438243,0.0374069626404194,19.838504610367426
2022-03-29,1420722.1350078494,1746237.5004834458,1842534.714868734,0.0374069626404194,0.0
2022-03-30,1411949.3951426724,1724672.0064898252,1808402.6125783478,0.0,9.879359038947472
2022-03-31,1390217.6255117431,1671582.0375959154,1724901.4847509891,0.03625547732870646,19.231257867359865
2022-04-01,1394157.663065226,1681056.9512799238,1739567.195718671,0.03646098176135523,25.51118217140689
2022-04-04,1406100.9018992214,1709858.9515049797,1784273.9036542124,0.03708567755414009,15.644042404554613
2022-04-05,1388339.9513651615,1666663.3028614433,1716660.5471037426,0.03614879331820582,15.644042404554613
2022-04-06,1374457.4752978114,1633332.253947158,1665164.1561711803,0.03542586554016397,15.644042404554613
2022-04-07,1381383.322559793,1649792.8719323822,1690336.2829609222,0.03578288514719331,15.644042404554613
2022-04-08,1377689.537353403,1640969.8603838435,1676776.5293707552,0.03559152002841696,15.644042404554613
